页码,微博id,微博作者,发布时间,微博内容,微博正文url,转发数,评论数,点赞数,用户粉丝数
3,4808812504811322,沈浩楠,2022-09-01 08:55:07,#江西鹰潭方舱隔离条件堪忧#算了 我什么都不想说了  就发这张图片  贵溪到底还要这样下去到什么时候 ,https://m.weibo.cn/detail/4808812504811322,1,0,118,17.4万
3,4808894703994169,魅力无宪的strings,2022-09-01 14:21:45,#方舱隔离第三天# 竟然有韭菜饼，奇奇怪怪。 ,https://m.weibo.cn/detail/4808894703994169,0,0,0,101
3,4808893518053776,zz-zjjue,2022-09-01 14:17:02,#江西鹰潭方舱隔离条件堪忧#望平安！上去up up up🆙 ,https://m.weibo.cn/detail/4808893518053776,0,0,2,30
3,4808883790681592,杨姑娘的酒,2022-09-01 13:38:23,山东协和学院#济南疫情# 历城方舱隔离点什么时候发放午饭??老师在朋友圈说的比唱的好听，知道我们一天没有吃饭了吗??刚才打电话问工作人员说人手不够，笑死，是厨房人手不够了? ,https://m.weibo.cn/detail/4808883790681592,1,12,32,12
3,4808880130097617,一只小锦李Lik-,2022-09-01 13:23:49,石家庄学院每年石家庄都有疫情，为什么不能建方舱，非要占用学生的宿舍？我们的东西全都被弄出去整的一团乱，还能不能用都不一定，还要被住进来隔离的人嫌弃。 ,https://m.weibo.cn/detail/4808880130097617,0,8,28,14
3,4808888324458432,元気芋圆球,2022-09-01 13:56:24,杀杀杀，瞒尼玛天天瞒，瞒的扩散到别市我真的服了🤗🤗🤗#江西鹰潭方舱隔离条件堪忧# #江西鹰潭方舱数十人睡木板打地铺# @人民日报 @江西日报,https://m.weibo.cn/detail/4808888324458432,1,3,2,223
3,4808887717596705,流云阁前肚刘郎,2022-09-01 13:53:59,沁园春 观身影斗室烦忧，隔离期满，新月从头。因友邻异变，疑似感染；志愿守护，方舱收留。日赋新词，刷屏连线，几多亲友问缘由！怅然间，问群主疾控，知情可否？闲来每梦神游，观中外佳片寥解愁。有玩家失控，憨豆上头；心花路放，诺丁山丘。全民公敌，致命游戏，巴蜀李米恨不休。谁曾想，西雅图夜晚，追凶者丢！ 沈阳·沈阳国际展览中心,https://m.weibo.cn/detail/4808887717596705,0,0,1,80
4,4808887637642833,小熙幸运星,2022-09-01 13:53:40,#江西鹰潭疫情# #江西鹰潭方舱隔离条件堪忧# #江西鹰潭方舱数十人睡木板打地铺#,https://m.weibo.cn/detail/4808887637642833,1,0,2,183
4,4808887109157783,风筝都追不上的,2022-09-01 13:51:34,@Fae·yaa:过去看见的许多迫于生计睡在天桥下的骑手，被阳性歧视而流离失所的打工人，出了方舱无家可归住在电话亭里的女人，被迫出院睡在长椅上的老人的模样在我眼前浮现。好消息是，这位拾荒人暂时不用住桥底下了。 唉。//@一万兄:三年来最大的讽刺//@EdShen_南陳太子深:他终于有地方住了...,https://m.weibo.cn/detail/4808887109157783,0,0,0,888
4,4808886249587897,李想京剧演员,2022-09-01 13:48:09,方舱隔离第十天 运动打卡💪 ,https://m.weibo.cn/detail/4808886249587897,0,0,1,38
4,4807358913447540,不会种玫瑰,2022-08-28 08:39:04,我是来自江西鹰潭贵溪小县城的一名高中生 因为感染而被接到这里的方舱医院 但事实上这不是医院 没有药品没有物资 其实鹰潭真的需要政府部门真正关注 现在每天晚上拉起码三车人 一车坐至少八个 在这个有限公司改造的方舱医院 患者没有地方洗澡 每个患者相隔30cm最多 一排二十二个人 一层起码有150个人 没有物资 没有药 很多人发烧 就躺着睡觉 这不是隔离 这是集中患者 不管死活 垃圾桶堆满饭菜溢出来 并且鹰潭还瞒报 实际已经最少五百多人感染 而且绝对不止了 但是以上热搜他就压下去 什么都不行公关行 我们鹰潭发出去的微博 不知道为什么只会让江西人看到  我不知道怎么办了 看到麻烦回复一下我不想等死 因为他们把阳性病例放一起想让他们自愈没有药 如果抵抗力好自愈了 还是会感染吧 每个人的病床靠这么近 条件不止是堪忧 是恶劣 可以帮助一下我吗,https://m.weibo.cn/detail/4807358913447540,2478,450,4630,142
4,4808297775372520,爱喝桃子汁的小熊猫,2022-08-30 22:49:46,唉 余江沦陷了 贵溪解封就更加遥遥无期了#贵溪疫情# 但这不是政府摆烂、瞒报的理由！！！就是心疼那些为了抗击疫情辛苦付出的基层工作人员、医护人员、志愿者心疼那些莫名其妙感染新冠的人心疼在方舱生活的老人、小孩#江西鹰潭方舱隔离条件堪忧# 心疼在乡下没有物资但无法购买物资的老百姓当然也心疼不能返校的我 呜呜呜心疼因为新冠而打乱了脚步的所有人但是就是不心疼甚至厌恶虚伪的大人！！！虽然我知道你们可能也尽力了，毕竟能力摆在那里（摊手）说来好笑，疫情刚开始的时候都在宣传它的恐怖性，但当它传播到一定程度时，大多数人都感染时，开始安慰说其实新冠并没有我们想象中的那种恐怖，就是一个小感冒，确实，现在的新冠可能确实就是一个小感冒，不然为什么方舱不给吃药，不给采取治疗，全靠自愈呢？政府可能只关心感染新冠的那一串冰冷冷的数字，而不是数字后面活生生的人啊！现在让我们老百姓害怕的可能不是新冠本身了，而是别人赋予新冠的定义了。。。感觉他们好像忘记了抗击疫情的初心了，不就是为了大家的生命健康吗？因为新冠在初期对人体有极大的危害，所以为了大家，我们支持抗议，但是现在好像变味了，现在的抗击疫情竟然不是以人为本了，而是为了经济的发展，为了领导的乌纱帽，为了政绩。。。唉，果然不管上面发什么通知指令下来，一到下面就会变味了，为什么每次都会这样呢？这就是人的劣根性吗？,https://m.weibo.cn/detail/4808297775372520,20,31,135,40
4,4808883724094959,朝思1992,2022-09-01 13:38:07,#江西鹰潭方舱隔离条件堪忧#好好管理一下吧，不要每天都报一两例疫情了 ,https://m.weibo.cn/detail/4808883724094959,0,0,0,3
4,4808881974282043,七分之一精灵族,2022-09-01 13:31:10,协和有的隔离到我们这边的方舱了，看来彻底回不了崴了 ,https://m.weibo.cn/detail/4808881974282043,0,2,1,14
4,4808881433478686,洛兵,2022-09-01 13:29:01,还记得那一年，那个海南的护士在方舱里跳舞。。。//@麦田蓑笠翁: //@谢家书屋://@守望者42246:我们最擅长的事情之一就是背离现实和逻辑的自我欣赏和自我感动！,https://m.weibo.cn/detail/4808881433478686,7,2,1,31.9万
4,4808880951658108,笨蛋收容所所长,2022-09-01 13:27:06,#鹰潭疫情##贵溪疫情##成都疫情##北京疫情# 真的太离谱太无语了！！不知道还有多少人和我一样，整个2022年都因为疫情活在惶恐无奈之中！！到现在还是这样，一场突如其来的疫情把所有人都杀了个措手不及，管理的方式却依旧没有改变。。这还是2022年吗？?疫情来了还有什么值得信任？？一次次达不到目标而无限地推迟。这是九月的第一天，是开学的前三天，是居家封城的第23天……问：什么时候清零? 答曰：空城时清零。 不知目的地就拉人去外面吗？没有地方接收又回家吗？老人怎么经得起折腾啊！#新概念清零##贵溪疫情##鹰潭疫情##江西鹰潭方舱隔离条件堪忧##江西鹰潭方舱数十人睡木板打地铺#,https://m.weibo.cn/detail/4808880951658108,0,2,2,1
5,4808880771567190,每天都在摆烂_,2022-09-01 13:26:23,九月的第一天是被拉到方舱里隔离我真的会谢 ,https://m.weibo.cn/detail/4808880771567190,0,0,0,65
5,4808880624503101,想做一只没有烦恼的小猪,2022-09-01 13:25:48,我一直以为所有人都是正直的。。。。。#疫情##江西鹰潭方舱隔离条件堪忧##江西鹰潭疫情# ,https://m.weibo.cn/detail/4808880624503101,0,1,8,1
5,4808880066923966,石头小姐姐姐姐,2022-09-01 13:23:35,已在方舱内别管了 ,https://m.weibo.cn/detail/4808880066923966,0,2,0,82
5,4808879562559272,光头圆脸一刀疤,2022-09-01 13:21:35,住了两年的地方旁边的一个4S店，从最开始的一个4S店，到疫情期间成为临时方舱，如今被拆除了 ,https://m.weibo.cn/detail/4808879562559272,0,0,0,156
5,4808878334937841,独由梦,2022-09-01 13:16:42,#深圳疫情防控##江西鹰潭方舱隔离条件堪忧# 跟疫情有关的事是不配上热搜吗 ,https://m.weibo.cn/detail/4808878334937841,0,1,12,63
5,4808877890077105,东风也来,2022-09-01 13:14:55,#江西鹰潭方舱隔离条件堪忧#无语死啦，无语到家了，真是牛批 ,https://m.weibo.cn/detail/4808877890077105,0,0,4,22
5,4808877461211123,我就是这么不讲理-,2022-09-01 13:13:14,#江西鹰潭方舱隔离条件堪忧#  这他妈是在干什么啊 //@大望路女青年:怎么又//@M大王叫我来巡山://@蓝爵Yoyo:？这是什么//@雪霏Sophia://@商小略:？//@孙策不与周郎便:转发微博,https://m.weibo.cn/detail/4808877461211123,1,0,2,51
5,4808876182734707,青海在线网官微,2022-09-01 13:08:09,【玉树州首个方舱医院投入使用 设置251张床位】为进一步提升疫情防控应急处置能力，为救治病患提供有力保障，8月31日22时，玉树州首个方舱医院在囊谦县香达镇正式投入使用，目前设置251张床位。囊谦县方舱医院由县全民健身中心改建而成，历时近60小时，共三层，一层设有一脱间、二脱间、医护休息室等功能用房。目前，方舱医院内基本设施均已配备齐全，“三区两通道”已设置完成，省指挥部前方工作组协调解决的院感专家、护理人员及囊谦县各医疗机构医护人员、管理人员等已完成入驻。根据病患收治情况，囊谦县还将逐步增派医务人员开展工作。参加过援鄂抗疫工作的互助县中医院护理部主任羊赞措表示，方舱医院投入使用后，将主要用于收治新型冠状病毒感染的无症状患者。启用“方舱医院”，不仅大幅度降低了病患转运风险，同时也有效缓解了当前囊谦县乃至玉树州医疗救治资源相对紧张的局面，做到患者应检尽检、应收尽收、应治尽治。来源 | 三江源报,https://m.weibo.cn/detail/4808876182734707,0,0,0,11.3万
5,4808875293806051,超爱干饭的小琪,2022-09-01 13:04:37,八月结束啦疫情是不是也要结束啦#贵溪疫情##鹰潭疫情##江西鹰潭方舱隔离条件堪忧# ,https://m.weibo.cn/detail/4808875293806051,0,0,0,91
5,4808875275977135,不想上班的凤梨,2022-09-01 13:04:32,#成都今日18时起全体居民原则居家#今天更难过了 本来昨天只是难过对象去支援方舱不回家 今天难过抢菜和搬东西都自己一个人我果然是老公宝女 老公在的时候手不能提肩不能扛 ,https://m.weibo.cn/detail/4808875275977135,0,0,1,1638
6,4808620937839976,确认信号,2022-08-31 20:13:54,当地用公权力欺负一个被感染的高中生，可真行#贵溪疫情##江西鹰潭方舱隔离条件堪忧# ,https://m.weibo.cn/detail/4808620937839976,166,124,1059,17.1万
6,4808874462545705,黑石礁三驴砸,2022-09-01 13:01:19,#大连疫情#听说东港建方舱了是真的吗 ,https://m.weibo.cn/detail/4808874462545705,0,12,0,110
6,4808809124465938,沐桦MU,2022-09-01 08:41:41,#贵溪疫情# #江西疫情# #江西鹰潭方舱隔离条件堪忧# #江西鹰潭疫情#,https://m.weibo.cn/detail/4808809124465938,4,1,27,146
6,4808872651654557,Violet红糖奶酥,2022-09-01 12:54:07,我第一次见封城的样子。所有人都冲去了菜市场，水被抢购一空。从医院下班，所有人都形色匆匆。老师说她要准备进方舱了。喊我们快些回家，别到处乱跑。我第一次感觉死亡离我们是如此的近。 ,https://m.weibo.cn/detail/4808872651654557,0,0,0,3
6,4808871841631327,puzzle橘温暖,2022-09-01 12:50:54,方舱回去这吊带我还能穿上吗出差使人拥有小肚子 ,https://m.weibo.cn/detail/4808871841631327,0,3,0,1477
6,4808871673857537,王王王想瘦啊,2022-09-01 12:50:14,#成都疫情# 全部感染一遍开放得了 方舱里面还不是只给别人喝点冲剂水水 封来封去还不是封不住 ,https://m.weibo.cn/detail/4808871673857537,0,1,2,154
6,4808773585601185,神农养生宝典,2022-09-01 06:20:28,海南确诊病例和无症状感染者中医药治疗率达97.4%椰网/海拔新闻 记者柯育超 吴英艳　　8月20日，海南省新冠肺炎疫情防控工作指挥部(第五十五场)新闻发布会在海口召开，海南省新冠肺炎疫情防控工作指挥部社区工作和方舱建设专班副组长，省卫生健康委员会党委委员、副主任陈少仕在会上介绍了我省本轮疫情中医药参与防治的情况。　　陈少仕表示，我省本轮新冠肺炎疫情发生后，按照要求，海南推动中医药全程、全面、深度参与防治工作，充分发挥了中医药特色和优势。　　一是全程参与防治。疫情发生后省指挥部印发《关于加强新冠肺炎疫情中医药防治工作的通知》对加强发挥中医药在新冠肺炎预防、治疗和康复全过程中的优势作用进行了部署，国家专家组和国家中医疫病防治(海南)队第一时间进入方舱医院开展中医查房、及时探明并收集分析我国首次出现的新冠奥密克戎BA.5.1.3变异毒株患者中医证候特点。海南会同国家中医专家组分析认为本轮疫情核心中医病机与既往对比基本不变，仍为“疫毒外侵”，表现为暑热夹湿，以上焦病变为核心，主要病位在口鼻、肺，亦可累及脾、胃、大肠、心、肝等多个脏腑。省卫生健康委根据辩证结果，制定并印发了《海南省新型冠状病毒肺炎中医药预防建议方案(试行第三版)》，积极为集中隔离点密接人员、防控一线工作人员提供中药防感汤、香囊等中医药预防服务。截至8月18日，我省集中隔离点隔离人员中医药预防干预率达到84%。　　二是制定中医药救治处方。根据大量本轮新冠病毒BA.5.1.3变异株感染患者的中医证候特点和“因时因地因人制宜”的要求，省卫生健康委在国家诊疗方案“三方三药”基础上，借鉴武汉及上海抗疫经验，制定了《新冠病毒奥密克戎变异株BA.5.1.3感染的新冠肺炎中医治疗方案》，拟定了适用于14岁及以上的无症状、轻型患者的“成人新冠协定方”和适用于14岁以下儿童无症状、轻型患者“儿童新冠协定方”以及老年人或体弱的患者“扶正解毒方”。目前，全省12家方舱医院和3家定点医院全部应用了协定方，每日配送中药汤剂超过1万剂。截至8月18日，我省确诊病例和无症状感染者中医药治疗率达到97.4%。　　三是积极参与医疗救治。在方舱医院，中医药成为临床治疗的主要用药。在我省收治的重症、危重症患者以及儿童、老人等特殊患者的定点医院，相关部门派驻了中医儿科、中医急诊等专家进行联合会诊，省指挥部选派国家中医疫病防治(海南)队包括全国名中医、海南省名中医在内的55名中医师进驻病区，参与到定点医院中医药救治工作，通过配备管床中医师、“每日中医查房”和对特殊病例实施中医治疗“一人一策”等措施，规范开展中医诊疗，形成了中西医优势互补、“1+1&gt;2”的协同救治合力。,https://m.weibo.cn/detail/4808773585601185,14,14,39,19.6万
6,4808659080839232,通州发小,2022-08-31 22:45:27,江西鹰潭贵溪博友投稿：人员转运外地，饱受诟病的入户消杀又来了！#江西鹰潭方舱隔离条件堪忧# ,https://m.weibo.cn/detail/4808659080839232,111,76,809,13.3万
6,4808491154279730,Moon·雾诏·,2022-08-31 11:38:11,#江西鹰潭方舱隔离条件堪忧#之前看到了贵溪官方的说词，说会改正，反正我没看到改善，原本只是鹰潭，后面贵溪，现在到了余江，现在慢慢再延伸到上饶，请问你们需要什么时候管呢，是等疫情蔓延到江西各个角落是吗，我们真的等不起了 ,https://m.weibo.cn/detail/4808491154279730,2,11,55,5
7,4808868767465509,painkiller_00,2022-09-01 12:38:40,我的快乐源泉 你妈……生日的第一天跟着全校喜提到方舱医院隔离 ,https://m.weibo.cn/detail/4808868767465509,0,18,2,69
7,4808589195610012,ineedu_yg,2022-08-31 18:07:46,#贵溪疫情##贵溪疫情防控##江西鹰潭方舱隔离条件堪忧#   不会那个表里的所有小区真的要全部拉去隔离吧？？？有没有人知道啊？不是区域大的小区就分片吗？没有阳的楼栋也要拉走？？  酱紫搞？？我们这些老百姓还算人吗？连牲口都不如吧？？？  有人知道不？？好怕今晚半夜直接来拉人啊…… ,https://m.weibo.cn/detail/4808589195610012,4,21,35,54
7,4808628815005947,你好一杯美式加冰,2022-08-31 20:45:12,#鹰潭疫情##江西鹰潭方舱隔离条件堪忧##贵溪疫情# 一个单元出了阳性，整个小区都要被“硬隔离”，整车整车得拉去外地隔离，家里的猫猫狗狗不能带走！问防疫人员怎么办？得到的回复是：只管人不管狗！想过把狗放家里卫生间，备好充足狗粮和水，但是上门消杀的药水也会对动物造成伤害，经过多次协调，终于得到了明天由志愿者送到别的安全小区的亲戚家的方案，但愿能做到 鹰潭·木丝岭社区,https://m.weibo.cn/detail/4808628815005947,3,6,42,229
7,4808867580216606,小张张么么哒,2022-09-01 12:33:58,5个月前被用作方舱的隔壁小学在操场举行开学活动 真的会让人怀疑自己的记忆啊被封走的三个月！！！什么时候能想去哪就去哪 做的是旅游攻略而不是防疫攻略啊！！！！ ,https://m.weibo.cn/detail/4808867580216606,0,0,0,285
7,4808466608688523,当官为民不做主,2022-08-31 10:00:39,#贵溪疫情##鹰潭疫情##江西鹰潭方舱隔离条件堪忧# 我都不知道你们当官到底在干嘛，一家五口全部阴性，说要拉到外地隔离，就为了你们所谓的全面清0？疫情防控能不能有规划有计划，只知道所谓的拉人走，阴性居家隔离就好，不也是在给你们减负，做了十几二十条的核酸都是阴性，天天被你们上门捅喉咙，到最后还是要被拉去隔离，你们干嘛一开始不拉？到最后来拉，来贵溪防控就是为了保住自己的乌纱帽？给自己加业绩？心中有没有一点身为父母官的觉悟，当官为民不做主，不如回家卖红薯，别人的干部都是心系人民，而你们只知道瞒报，只知道一车一车往外拉，你们考虑过民生，民声？底下怨言一片，你们吃的安稳睡的安稳吗？不是我们不配合，是你们乱作为，如果能够科学规范的管控至于这样吗？全部都是乱来的，把人拉光了就是清0，难道不知道有居家隔离吗，需要医务人员的地方没有医务人员，不需要的地方天天往这跑，就是因为我们安全，阴性，对吗？,https://m.weibo.cn/detail/4808466608688523,8,22,82,1
7,4808585853535938,sunny_晴天依旧,2022-08-31 17:54:28,#贵溪疫情##江西鹰潭方舱隔离条件堪忧#  清零等于全部拉走 贵溪领导全部都是五十年脑血栓起步的智商 ,https://m.weibo.cn/detail/4808585853535938,8,0,66,253
7,4808861750136326,夢裡綠洲,2022-09-01 12:10:48,九月的第一天也是香江隔离的第一天做梦也没有想到我会住到方舱做个核酸成密接真的是要呕死了 ,https://m.weibo.cn/detail/4808861750136326,0,1,2,192
7,4808861381033996,若非海棠,2022-09-01 12:09:19,悦读西藏【81名机关警力，入驻这家方舱……】近日拉萨市公安局机关35名党员，46名入党积极分子，共81名民（辅）警根据局党委统一安排部署，以“疫情当前、公安先行”的政治担当，主动入驻经开区藏医药文化馆方舱医院。#同心携手共抗疫情# ,https://m.weibo.cn/detail/4808861381033996,0,0,0,1万
7,4808859178501910,-fishballlll,2022-09-01 12:00:35,#大庆疫情# 大庆东站那边是建方舱了吗 什么渠道找医护志愿者啊 ,https://m.weibo.cn/detail/4808859178501910,0,3,6,5
8,4808652194057286,通州发小,2022-08-31 22:18:06,鹰潭贵溪这是怎么了？还没消停？#江西鹰潭方舱隔离条件堪忧# ,https://m.weibo.cn/detail/4808652194057286,132,60,885,13.3万
8,4808855278060724,高能粒子对撞机,2022-09-01 11:45:05,未返先阳，咱要不先别回去了？我可不想从家跑回学校再跑到方舱隔离我不介意再在家躺一个月的sdu你要不要考虑一下 ,https://m.weibo.cn/detail/4808855278060724,0,0,0,15
8,4808855232186296,家在聚龙,2022-09-01 11:44:54,天又是阴沉沉的，看看拉萨发布，已经社会面清零了，可是拉萨市的感染者却在社会面清零后陡增，由以前的平均每天200例，增加到前天的289、昨天的280，看看抗疫情况，官媒都是激情澎湃，满满正能量 ，可是，看到一个微博发的是方舱医院也没有药，很多的🐑在家隔离，家人都被传染，都没有药，都在等待自愈，藏大的学生生活堪忧。真真假假，无法判断，能做的只是“不传谣、不信谣”。而我们这个微微微型小区从8月22号之后就没有核酸检测，也没有解封，也不说是属于封控区、低风险、还是其他什么区，总而言之就一个现状：待在家里，不能出门，也没有核酸检测。昨天看到了中央的“九不准”，不知道我们现在的状况在“九不准”之后会否发生变化，至少今天没有任何变化。小区的领导们倒是几经努力终于保证每个星期都有卖菜的来一趟，还有就是通过我隔壁邻居—那个孤身男子的努力，大家都领到了来自他们单位的赠送的爱心物质—酒精、口罩、手套。拿到后，感激的同时，有几个人在埋怨这个小区所隶属的单位对这个小区的不闻不问。离开卧室，来到楼下看看，自家院子里在疫情开始后种的菜长得还行，紫红色的月季在怒放，可心里却有“热闹的是他们，我却什么都没有”的感觉，防控措施好也罢，差也罢，现在只祈求这波疫情快一点结束吧，再拖下去，民生、经济都会受影响吧？封控24天了，今天是9月的第一天，希望9月安好。我在拉萨，你在哪里？,https://m.weibo.cn/detail/4808855232186296,0,14,16,1632
