页码,微博id,微博作者,发布时间,微博内容,微博正文url,转发数,评论数,点赞数,用户粉丝数
1,4838365251503812,therewillcomeaday,2022-11-21 22:07:11,#英格兰vs伊朗#上半场我的猫被我激动的叫声吵醒好几次 然后一脸嫌弃世界杯 ,https://m.weibo.cn/detail/4838365251503812,0,0,0,2140
1,4838362428481924,雨轩说球,2022-11-21 21:55:58,这次，是卓越的马奎！#英格兰vs伊朗##近击卡塔尔# #世界杯# ,https://m.weibo.cn/detail/4838362428481924,6,31,43,177.5万
1,4838365244165588,Yuki今天涩涩了嘛,2022-11-21 22:07:09,我已为@CristianoRonaldo 送出战靴，祝他登顶#世界杯#球员榜，一起助威加油！#星聚世界杯#世界杯球员加油榜 ,https://m.weibo.cn/detail/4838365244165588,0,0,0,52
1,4838365244165574,自贡公安交警,2022-11-21 22:07:09,#中国基建称霸卡塔尔世界杯# “中国基建”yyds！中国基建企业承建了本届世界杯最大、最重要的球场—卢塞尔球场“大金碗”也将在12月18日见证冠军时刻不仅如此，“974球场”也出自中国团队之手！果然基建狂魔真不是吹的上@咪咕视频看世界杯～#卡塔尔世界杯#  咪咕体育的微博视频  ,https://m.weibo.cn/detail/4838365244165574,0,0,0,19.9万
2,4838365318356866,可可夕LLLL,2022-11-21 22:07:27,#世界杯# 咱就说，预测了两场，两场结果反着来，要不下次反向预测 ,https://m.weibo.cn/detail/4838365318356866,0,0,0,90
2,4838365314157273,蜜汁苗,2022-11-21 22:07:26,以前的世界杯都是和家里人一起看的 我不太认识那些球星 但当那些球员进球了以后爸爸会在旁边吼喊着说“好球好球” 没有进球的话爸爸也会感到可惜地说“唉” 我在旁边看着看着也入了迷 足球赛真的很好看（虽然打篮球的男人也很帅，但我更喜欢看足球赛）2022年，又是一年世界杯 现在我在宿舍看着卡塔尔的世界杯 即使没有爸爸在我旁边解说。,https://m.weibo.cn/detail/4838365314157273,0,0,0,36
2,4838358376778704,英超联赛,2022-11-21 21:39:52,本届世界杯，首个助攻的英超球星诞生：卢克·肖！🏴󠁧󠁢󠁥󠁮󠁧󠁿1-0🇮🇷#英格兰vs伊朗# #近击卡塔尔# ,https://m.weibo.cn/detail/4838358376778704,4,21,92,535.8万
2,4838365302368744,左翼代表,2022-11-21 22:07:23,#fifa世界杯##卡塔尔世界杯##梅西# 阿根廷和梅西已经为第一场比赛做好了准备。期待比赛开始~！ 左翼代表的微博视频 ,https://m.weibo.cn/detail/4838365302368744,0,0,0,5505
2,4838365302102604,璐璐没吃饱-,2022-11-21 22:07:23,伪球迷第一次看世界杯 有眼睛就可以看吧 ,https://m.weibo.cn/detail/4838365302102604,0,0,0,83
2,4838365301580329,葡萄味大仙女,2022-11-21 22:07:23,#世界杯# 氛围组 北京 ,https://m.weibo.cn/detail/4838365301580329,0,0,0,126
2,4838365301577943,我的清早,2022-11-21 22:07:23,#卡塔尔世界杯# 亚洲球队现在比以前更不经打了，全方位找不着北，看卡塔尔和半场仅一次射被打了三比零的伊朗，惨兮兮的，中国队没去，真是利国利民啊。 ,https://m.weibo.cn/detail/4838365301577943,0,0,0,3.7万
2,4838365293970820,如影相随50,2022-11-21 22:07:21,卡塔尔世界杯#图片推荐#卡塔尔世界杯/hj77. cc 以前我觉得两个人相爱就能在一起，现在觉得两个人相不相爱，合不合适，能不能在一起，真的是三码事。预测希望和我走向婚礼殿堂的那个人， 是我青春年少时义无反顾爱上的你。 ,https://m.weibo.cn/detail/4838365293970820,0,0,0,60
2,4838365290037307,SHOW的花心5姑娘,2022-11-21 22:07:19,明天又停课，凑个世界杯的热闹吧 ,https://m.weibo.cn/detail/4838365290037307,0,0,0,172
2,4838364794325156,英超联赛,2022-11-21 22:05:22,自古英雄出少年英格兰最年轻在世界杯取得进球榜👇◉欧文（18岁190天）◉欧文（18岁198天）◉贝林厄姆（19岁145天）◉萨卡（21岁77天）#英格兰vs伊朗# #近击卡塔尔# ,https://m.weibo.cn/detail/4838364794325156,1,4,26,535.8万
3,4838365323074980,AimHigh,2022-11-21 22:07:28,#世界杯#贝林厄姆、萨卡两个00后，上半场3：0，完全一边倒啊 ,https://m.weibo.cn/detail/4838365323074980,0,0,0,62
3,4838365319402792,小兽睡睡,2022-11-21 22:07:27,我没有看世界杯，但我的朋友圈被世界杯刷屏了。我刷朋友圈的时候看到了这张图片，海信赞助了世界杯，但我觉得这个广告语不是很完美“海信，世界第二，中国第一”我看完之后，第一反应并不是海信好厉害！而是：世界第一是谁啊 ,https://m.weibo.cn/detail/4838365319402792,0,0,0,43.6万
3,4838365318617198,343三四三,2022-11-21 22:07:27,#世界杯##英格兰vs伊朗# 在现场看Bellingham进球的瞬间。343三四三的微博视频 ,https://m.weibo.cn/detail/4838365318617198,0,0,0,9.7万
3,4838365318356866,可可夕LLLL,2022-11-21 22:07:27,#世界杯# 咱就说，预测了两场，两场结果反着来，要不下次反向预测 ,https://m.weibo.cn/detail/4838365318356866,0,0,0,90
3,4838365314157273,蜜汁苗,2022-11-21 22:07:26,以前的世界杯都是和家里人一起看的 我不太认识那些球星 但当那些球员进球了以后爸爸会在旁边吼喊着说“好球好球” 没有进球的话爸爸也会感到可惜地说“唉” 我在旁边看着看着也入了迷 足球赛真的很好看（虽然打篮球的男人也很帅，但我更喜欢看足球赛）2022年，又是一年世界杯 现在我在宿舍看着卡塔尔的世界杯 即使没有爸爸在我旁边解说。,https://m.weibo.cn/detail/4838365314157273,0,0,0,36
3,4838358376778704,英超联赛,2022-11-21 21:39:52,本届世界杯，首个助攻的英超球星诞生：卢克·肖！🏴󠁧󠁢󠁥󠁮󠁧󠁿1-0🇮🇷#英格兰vs伊朗# #近击卡塔尔# ,https://m.weibo.cn/detail/4838358376778704,4,21,92,535.8万
3,4838365302368744,左翼代表,2022-11-21 22:07:23,#fifa世界杯##卡塔尔世界杯##梅西# 阿根廷和梅西已经为第一场比赛做好了准备。期待比赛开始~！ 左翼代表的微博视频 ,https://m.weibo.cn/detail/4838365302368744,0,0,0,5506
3,4838365302102604,璐璐没吃饱-,2022-11-21 22:07:23,伪球迷第一次看世界杯 有眼睛就可以看吧 ,https://m.weibo.cn/detail/4838365302102604,0,0,0,83
3,4838365301580329,葡萄味大仙女,2022-11-21 22:07:23,#世界杯# 氛围组 北京 ,https://m.weibo.cn/detail/4838365301580329,0,0,0,126
4,4838365319402792,小兽睡睡,2022-11-21 22:07:27,我没有看世界杯，但我的朋友圈被世界杯刷屏了。我刷朋友圈的时候看到了这张图片，海信赞助了世界杯，但我觉得这个广告语不是很完美“海信，世界第二，中国第一”我看完之后，第一反应并不是海信好厉害！而是：世界第一是谁啊 ,https://m.weibo.cn/detail/4838365319402792,0,0,0,43.6万
4,4838365318617198,343三四三,2022-11-21 22:07:27,#世界杯##英格兰vs伊朗# 在现场看Bellingham进球的瞬间。343三四三的微博视频 ,https://m.weibo.cn/detail/4838365318617198,0,0,0,9.7万
4,4838365318356866,可可夕LLLL,2022-11-21 22:07:27,#世界杯# 咱就说，预测了两场，两场结果反着来，要不下次反向预测 ,https://m.weibo.cn/detail/4838365318356866,0,0,0,90
4,4838365314157273,蜜汁苗,2022-11-21 22:07:26,以前的世界杯都是和家里人一起看的 我不太认识那些球星 但当那些球员进球了以后爸爸会在旁边吼喊着说“好球好球” 没有进球的话爸爸也会感到可惜地说“唉” 我在旁边看着看着也入了迷 足球赛真的很好看（虽然打篮球的男人也很帅，但我更喜欢看足球赛）2022年，又是一年世界杯 现在我在宿舍看着卡塔尔的世界杯 即使没有爸爸在我旁边解说。,https://m.weibo.cn/detail/4838365314157273,0,0,0,36
4,4838358376778704,英超联赛,2022-11-21 21:39:52,本届世界杯，首个助攻的英超球星诞生：卢克·肖！🏴󠁧󠁢󠁥󠁮󠁧󠁿1-0🇮🇷#英格兰vs伊朗# #近击卡塔尔# ,https://m.weibo.cn/detail/4838358376778704,4,21,92,535.8万
4,4838365302368744,左翼代表,2022-11-21 22:07:23,#fifa世界杯##卡塔尔世界杯##梅西# 阿根廷和梅西已经为第一场比赛做好了准备。期待比赛开始~！ 左翼代表的微博视频 ,https://m.weibo.cn/detail/4838365302368744,0,0,0,5505
4,4838365302102604,璐璐没吃饱-,2022-11-21 22:07:23,伪球迷第一次看世界杯 有眼睛就可以看吧 ,https://m.weibo.cn/detail/4838365302102604,0,0,0,83
4,4838365301580329,葡萄味大仙女,2022-11-21 22:07:23,#世界杯# 氛围组 北京 ,https://m.weibo.cn/detail/4838365301580329,0,0,0,126
4,4838365301577943,我的清早,2022-11-21 22:07:23,#卡塔尔世界杯# 亚洲球队现在比以前更不经打了，全方位找不着北，看卡塔尔和半场仅一次射被打了三比零的伊朗，惨兮兮的，中国队没去，真是利国利民啊。 ,https://m.weibo.cn/detail/4838365301577943,0,0,0,3.7万
4,4838365293970820,如影相随50,2022-11-21 22:07:21,卡塔尔世界杯#图片推荐#卡塔尔世界杯/hj77. cc 以前我觉得两个人相爱就能在一起，现在觉得两个人相不相爱，合不合适，能不能在一起，真的是三码事。预测希望和我走向婚礼殿堂的那个人， 是我青春年少时义无反顾爱上的你。 ,https://m.weibo.cn/detail/4838365293970820,0,0,0,60
5,4838353360913840,微天下,2022-11-21 21:19:56,#英格兰vs伊朗# 现场的小球迷好可爱啊，萌化啦 #世界杯球场上的小球迷太可爱了# #近击卡塔尔# ,https://m.weibo.cn/detail/4838353360913840,15,23,106,3596.3万
5,4838365323074980,AimHigh,2022-11-21 22:07:28,#世界杯#贝林厄姆、萨卡两个00后，上半场3：0，完全一边倒啊 ,https://m.weibo.cn/detail/4838365323074980,0,0,0,62
5,4838365319402792,小兽睡睡,2022-11-21 22:07:27,我没有看世界杯，但我的朋友圈被世界杯刷屏了。我刷朋友圈的时候看到了这张图片，海信赞助了世界杯，但我觉得这个广告语不是很完美“海信，世界第二，中国第一”我看完之后，第一反应并不是海信好厉害！而是：世界第一是谁啊 ,https://m.weibo.cn/detail/4838365319402792,0,0,0,43.6万
5,4838365318617198,343三四三,2022-11-21 22:07:27,#世界杯##英格兰vs伊朗# 在现场看Bellingham进球的瞬间。343三四三的微博视频 ,https://m.weibo.cn/detail/4838365318617198,0,0,0,9.7万
5,4838365318356866,可可夕LLLL,2022-11-21 22:07:27,#世界杯# 咱就说，预测了两场，两场结果反着来，要不下次反向预测 ,https://m.weibo.cn/detail/4838365318356866,0,0,0,90
5,4838365314157273,蜜汁苗,2022-11-21 22:07:26,以前的世界杯都是和家里人一起看的 我不太认识那些球星 但当那些球员进球了以后爸爸会在旁边吼喊着说“好球好球” 没有进球的话爸爸也会感到可惜地说“唉” 我在旁边看着看着也入了迷 足球赛真的很好看（虽然打篮球的男人也很帅，但我更喜欢看足球赛）2022年，又是一年世界杯 现在我在宿舍看着卡塔尔的世界杯 即使没有爸爸在我旁边解说。,https://m.weibo.cn/detail/4838365314157273,0,0,0,36
5,4838358376778704,英超联赛,2022-11-21 21:39:52,本届世界杯，首个助攻的英超球星诞生：卢克·肖！🏴󠁧󠁢󠁥󠁮󠁧󠁿1-0🇮🇷#英格兰vs伊朗# #近击卡塔尔# ,https://m.weibo.cn/detail/4838358376778704,4,21,93,535.8万
5,4838365302368744,左翼代表,2022-11-21 22:07:23,#fifa世界杯##卡塔尔世界杯##梅西# 阿根廷和梅西已经为第一场比赛做好了准备。期待比赛开始~！ 左翼代表的微博视频 ,https://m.weibo.cn/detail/4838365302368744,0,0,0,5506
5,4838365302363895,中新体育,2022-11-21 22:07:23,#英格兰和伊朗上半场踢了59分钟# 14分钟补时，能上世界杯历史之最吗？#英格兰vs伊朗# #世界杯时间# ,https://m.weibo.cn/detail/4838365302363895,0,0,0,74.4万
5,4838365302102604,璐璐没吃饱-,2022-11-21 22:07:23,伪球迷第一次看世界杯 有眼睛就可以看吧 ,https://m.weibo.cn/detail/4838365302102604,0,0,0,83
6,4838365327264559,小陵气象航天时间,2022-11-21 22:07:29,#英格兰vs伊朗#超长版上半场结束，英格兰狂进三球领先！2003年出生的贝林厄姆成为首个在世界杯正赛进球的00后！ ,https://m.weibo.cn/detail/4838365327264559,0,0,0,6.1万
6,4838353360913840,微天下,2022-11-21 21:19:56,#英格兰vs伊朗# 现场的小球迷好可爱啊，萌化啦 #世界杯球场上的小球迷太可爱了# #近击卡塔尔# ,https://m.weibo.cn/detail/4838353360913840,15,23,106,3596.3万
6,4838365323074980,AimHigh,2022-11-21 22:07:28,#世界杯#贝林厄姆、萨卡两个00后，上半场3：0，完全一边倒啊 ,https://m.weibo.cn/detail/4838365323074980,0,0,0,62
6,4838365319402792,小兽睡睡,2022-11-21 22:07:27,我没有看世界杯，但我的朋友圈被世界杯刷屏了。我刷朋友圈的时候看到了这张图片，海信赞助了世界杯，但我觉得这个广告语不是很完美“海信，世界第二，中国第一”我看完之后，第一反应并不是海信好厉害！而是：世界第一是谁啊 ,https://m.weibo.cn/detail/4838365319402792,0,0,0,43.6万
6,4838365318617198,343三四三,2022-11-21 22:07:27,#世界杯##英格兰vs伊朗# 在现场看Bellingham进球的瞬间。343三四三的微博视频 ,https://m.weibo.cn/detail/4838365318617198,0,0,0,9.7万
6,4838365318356866,可可夕LLLL,2022-11-21 22:07:27,#世界杯# 咱就说，预测了两场，两场结果反着来，要不下次反向预测 ,https://m.weibo.cn/detail/4838365318356866,0,0,0,90
6,4838365314157273,蜜汁苗,2022-11-21 22:07:26,以前的世界杯都是和家里人一起看的 我不太认识那些球星 但当那些球员进球了以后爸爸会在旁边吼喊着说“好球好球” 没有进球的话爸爸也会感到可惜地说“唉” 我在旁边看着看着也入了迷 足球赛真的很好看（虽然打篮球的男人也很帅，但我更喜欢看足球赛）2022年，又是一年世界杯 现在我在宿舍看着卡塔尔的世界杯 即使没有爸爸在我旁边解说。,https://m.weibo.cn/detail/4838365314157273,0,0,0,36
6,4838358376778704,英超联赛,2022-11-21 21:39:52,本届世界杯，首个助攻的英超球星诞生：卢克·肖！🏴󠁧󠁢󠁥󠁮󠁧󠁿1-0🇮🇷#英格兰vs伊朗# #近击卡塔尔# ,https://m.weibo.cn/detail/4838358376778704,4,21,94,535.8万
6,4838365302368744,左翼代表,2022-11-21 22:07:23,#fifa世界杯##卡塔尔世界杯##梅西# 阿根廷和梅西已经为第一场比赛做好了准备。期待比赛开始~！ 左翼代表的微博视频 ,https://m.weibo.cn/detail/4838365302368744,0,0,0,5509
6,4838365302363895,中新体育,2022-11-21 22:07:23,#英格兰和伊朗上半场踢了59分钟# 14分钟补时，能上世界杯历史之最吗？#英格兰vs伊朗# #世界杯时间# ,https://m.weibo.cn/detail/4838365302363895,0,0,0,74.4万
7,4838365356102415,知堂双梦,2022-11-21 22:07:36,Day4昨天忘记打卡。。。今天运动的早，早点和妈妈一起看世界杯，虽然看不怎么懂看到千万资产统计…有钱人那么多，多我一个又怎么了🥹 ,https://m.weibo.cn/detail/4838365356102415,0,0,0,98
7,4838365348496072,璐璐喜欢小白熊,2022-11-21 22:07:33,#英格兰vs伊朗#社畜工作11小时后还坚持去酒吧看球～蛮精彩哒～这届世界杯看球活动有了一个好的开始 上海·万达商业广场 ,https://m.weibo.cn/detail/4838365348496072,0,0,0,235
7,4838365344046847,开Karmen慧,2022-11-21 22:07:33,随便看看，就见证了世界杯第一个00后进球&amp;最长伤停补时 上海 ,https://m.weibo.cn/detail/4838365344046847,0,0,0,613
7,4838365335396877,尊贵的帕拉梅拉车主浮光,2022-11-21 22:07:31,我认为青春就在于我们现在应该去小酒馆看世界杯 狂欢 而不是现在被困大雨 明天去上早八 ,https://m.weibo.cn/detail/4838365335396877,0,0,0,24
7,4838353360913840,微天下,2022-11-21 21:19:56,#英格兰vs伊朗# 现场的小球迷好可爱啊，萌化啦 #世界杯球场上的小球迷太可爱了# #近击卡塔尔# ,https://m.weibo.cn/detail/4838353360913840,15,23,106,3596.3万
7,4838365323074980,AimHigh,2022-11-21 22:07:28,#世界杯#贝林厄姆、萨卡两个00后，上半场3：0，完全一边倒啊 ,https://m.weibo.cn/detail/4838365323074980,0,0,0,62
7,4838365319402792,小兽睡睡,2022-11-21 22:07:27,我没有看世界杯，但我的朋友圈被世界杯刷屏了。我刷朋友圈的时候看到了这张图片，海信赞助了世界杯，但我觉得这个广告语不是很完美“海信，世界第二，中国第一”我看完之后，第一反应并不是海信好厉害！而是：世界第一是谁啊 ,https://m.weibo.cn/detail/4838365319402792,0,0,1,43.6万
7,4838365318617198,343三四三,2022-11-21 22:07:27,#世界杯##英格兰vs伊朗# 在现场看Bellingham进球的瞬间。343三四三的微博视频 ,https://m.weibo.cn/detail/4838365318617198,0,0,0,9.7万
7,4838365318356866,可可夕LLLL,2022-11-21 22:07:27,#世界杯# 咱就说，预测了两场，两场结果反着来，要不下次反向预测 ,https://m.weibo.cn/detail/4838365318356866,0,0,0,90
7,4838365314157273,蜜汁苗,2022-11-21 22:07:26,以前的世界杯都是和家里人一起看的 我不太认识那些球星 但当那些球员进球了以后爸爸会在旁边吼喊着说“好球好球” 没有进球的话爸爸也会感到可惜地说“唉” 我在旁边看着看着也入了迷 足球赛真的很好看（虽然打篮球的男人也很帅，但我更喜欢看足球赛）2022年，又是一年世界杯 现在我在宿舍看着卡塔尔的世界杯 即使没有爸爸在我旁边解说。,https://m.weibo.cn/detail/4838365314157273,0,0,0,36
8,4838365390701212,Shallow_汐,2022-11-21 22:07:43,世界杯期间真的充实 ,https://m.weibo.cn/detail/4838365390701212,0,0,0,3362
8,4838364550794327,解说米勒,2022-11-21 22:04:24,今天没训练，大米在英格兰踢后腰，xdm注意到没有#世界杯# ,https://m.weibo.cn/detail/4838364550794327,1,34,103,744.7万
8,4838365386509301,THLF-,2022-11-21 22:07:43,我真想写论文，但世界杯太好看了 北京 ,https://m.weibo.cn/detail/4838365386509301,0,0,0,394
8,4838365385460322,喵喵K解体坛,2022-11-21 22:07:43,在今天晚上进行的世界杯小组赛首轮英格兰对阵伊朗的比赛中，半场结束后英格兰3-0领先，其中马奎尔在第42分钟助攻萨卡破门。 ,https://m.weibo.cn/detail/4838365385460322,0,0,1,34万
8,4838363843265343,ManUtdspot,2022-11-21 22:01:34,🔥半场结束，英格兰暂时3比0领先伊朗，完全压制的半场，贝林汉姆、萨卡、斯特林破门。下半场的看点是还有哪些人会进球以及会不会有其他新面孔出现#英格兰vs伊朗# #近击卡塔尔# #世界杯# ,https://m.weibo.cn/detail/4838363843265343,5,10,11,909.5万
8,4838365378118610,芝芝韜韜,2022-11-21 22:07:40,救命🙊#世界杯# ,https://m.weibo.cn/detail/4838365378118610,0,0,0,146
8,4838365369994667,绝对伏特加,2022-11-21 22:07:39,玩具总动员版本的2022卡塔尔世界杯卡塔尔世界杯#玩具总动员##2022卡塔尔世界杯# 绝对伏特加的微博视频 ,https://m.weibo.cn/detail/4838365369994667,0,0,0,56.9万
8,4838365369467664,Twilightmars,2022-11-21 22:07:38,梅老七的最后一舞，希望故事的最后有一个童话般的结局#梅西##阿根廷##卡塔尔世界杯# ,https://m.weibo.cn/detail/4838365369467664,0,0,0,19
8,4838347384030173,咪咕体育,2022-11-21 20:56:11,#卡塔尔王子# 卡塔尔世界杯吉祥物是照着王子做的吧！！一定是！ #看世界杯上咪咕# ,https://m.weibo.cn/detail/4838347384030173,411,349,6536,785.9万
8,4838365365803468,摄影-路路飞,2022-11-21 22:07:38,3：0上半场结束快乐就是很简单呀#世界杯##卡塔尔世界杯# ,https://m.weibo.cn/detail/4838365365803468,0,0,0,157
9,4838365411935506,小福蝶想上岸-11月好运限定款,2022-11-21 22:07:49,#热爱生活# 是谁王者不打陪男票看世界杯还要补课 ,https://m.weibo.cn/detail/4838365411935506,0,0,0,556
9,4838365411678650,沙哑还是沙哑,2022-11-21 22:07:49,#围观世界杯# 才发现贝林厄姆好有型，很像埃及法老的雕像，当然也好贵，更贵了。 ,https://m.weibo.cn/detail/4838365411678650,0,0,0,228
9,4838360437231193,头条新闻,2022-11-21 21:48:03,【#为何那么多人热爱足球#？】#世界杯精彩时刻# 别致的开幕式和激烈的揭幕战，四年一次的世界杯盛宴如约而至。卡塔尔人向世界展现了他们对足球的热爱。同时，这届世界杯是很多球星的谢幕战，也是很多球迷青春的谢幕。当五湖四海的人聚在一起，所有的分歧、所有的压力、所有的烦恼都烟消云散了。人们愿意做的，是拿起足球、拿起啤酒，去欣赏、去感受、去讨论足球，足球成为共同的信仰。 为什么那么多人热爱足球？,https://m.weibo.cn/detail/4838360437231193,4,12,28,1.04亿
9,4838365399352202,戴上紧箍咒的白国华,2022-11-21 22:07:45,#世界杯# 伊朗门将贝兰万德受伤下场，英格兰队的射门，貌似只要命中目标，就能进球，这场大局已定。期待下一场塞内加尔和荷兰的比赛吧，我的方案免费看→戳（网页链接） ,https://m.weibo.cn/detail/4838365399352202,0,0,0,134.8万
9,4838365393849350,华福酒厂老曹,2022-11-21 22:07:45,每届世界杯上亚洲足球集体迷失，令人担忧的不仅仅是耻辱战绩，更重要的是整个的比赛过程，亚洲对于足球的理解显然落后欧美太多。。。亚洲同志仍虽努力。。。#中国蹴鞠走进卡塔尔世界杯##黄健翔说卡塔尔表现证明钱不是万能的##梅西世界杯首场可以出战# 成都·成都信息工程大学(航空港校区) ,https://m.weibo.cn/detail/4838365393849350,0,0,0,351
9,4838365390701212,Shallow_汐,2022-11-21 22:07:43,世界杯期间真的充实 ,https://m.weibo.cn/detail/4838365390701212,0,0,0,3362
9,4838365386509301,THLF-,2022-11-21 22:07:43,我真想写论文，但世界杯太好看了 北京 ,https://m.weibo.cn/detail/4838365386509301,0,0,0,394
9,4838365385460322,喵喵K解体坛,2022-11-21 22:07:43,在今天晚上进行的世界杯小组赛首轮英格兰对阵伊朗的比赛中，半场结束后英格兰3-0领先，其中马奎尔在第42分钟助攻萨卡破门。 ,https://m.weibo.cn/detail/4838365385460322,0,0,1,34万
9,4838365381531673,奔跑de老牛仔,2022-11-21 22:07:42,亚洲霸主被无情无休止的碾压世界杯以后或许只能观摩观摩啦 南昌·珠江路 ,https://m.weibo.cn/detail/4838365381531673,0,0,0,4334
10,4838365314157273,蜜汁苗,2022-11-21 22:07:26,以前的世界杯都是和家里人一起看的 我不太认识那些球星 但当那些球员进球了以后爸爸会在旁边吼喊着说“好球好球” 没有进球的话爸爸也会感到可惜地说“唉” 我在旁边看着看着也入了迷 足球赛真的很好看（虽然打篮球的男人也很帅，但我更喜欢看足球赛）2022年，又是一年世界杯 现在我在宿舍看着卡塔尔的世界杯 即使没有爸爸在我旁边解说。,https://m.weibo.cn/detail/4838365314157273,0,0,0,36
10,4838358376778704,英超联赛,2022-11-21 21:39:52,本届世界杯，首个助攻的英超球星诞生：卢克·肖！🏴󠁧󠁢󠁥󠁮󠁧󠁿1-0🇮🇷#英格兰vs伊朗# #近击卡塔尔# ,https://m.weibo.cn/detail/4838358376778704,4,21,96,535.8万
10,4838365302368744,左翼代表,2022-11-21 22:07:23,#fifa世界杯##卡塔尔世界杯##梅西# 阿根廷和梅西已经为第一场比赛做好了准备。期待比赛开始~！ 左翼代表的微博视频 ,https://m.weibo.cn/detail/4838365302368744,0,0,0,5513
10,4838365302363895,中新体育,2022-11-21 22:07:23,#英格兰和伊朗上半场踢了59分钟# 14分钟补时，能上世界杯历史之最吗？#英格兰vs伊朗# #世界杯时间# ,https://m.weibo.cn/detail/4838365302363895,0,0,0,74.4万
10,4838365301580329,葡萄味大仙女,2022-11-21 22:07:23,#世界杯# 氛围组 北京 ,https://m.weibo.cn/detail/4838365301580329,0,0,0,126
10,4838365301577943,我的清早,2022-11-21 22:07:23,#卡塔尔世界杯# 亚洲球队现在比以前更不经打了，全方位找不着北，看卡塔尔和半场仅一次射被打了三比零的伊朗，惨兮兮的，中国队没去，真是利国利民啊。 ,https://m.weibo.cn/detail/4838365301577943,0,0,0,3.7万
10,4838365293970820,如影相随50,2022-11-21 22:07:21,卡塔尔世界杯#图片推荐#卡塔尔世界杯/hj77. cc 以前我觉得两个人相爱就能在一起，现在觉得两个人相不相爱，合不合适，能不能在一起，真的是三码事。预测希望和我走向婚礼殿堂的那个人， 是我青春年少时义无反顾爱上的你。 ,https://m.weibo.cn/detail/4838365293970820,0,0,0,60
