title,author_name,url
27 王者绝悟值多少顶刊论文？【3分钟AI】,天工AI,https://www.bilibili.com/video/BV1Sv4y1r7Vd
2023哔哩哔哩拜年纪,哔哩哔哩拜年纪,https://www.bilibili.com/video/BV1zv4y117zo
探索！深度解读达摩院2023十大科技趋势，这里有你幻想的未来吗？,阿里达摩院扫地僧,https://www.bilibili.com/video/BV1jT411m74m
1. 从头开始，把概率论、统计、信息论中零散的知识统一起来,王木头学科学,https://www.bilibili.com/video/BV1vv4y1B714
【随机森林】3分钟动画破解最受欢迎的机器学习算法,梗直哥丶,https://www.bilibili.com/video/BV1p3411Z7KD
Python编程开发 我的世界Minecraft ？,编程侯老师,https://www.bilibili.com/video/BV1wY4y1f7wa
【氛围自习室】治愈动画|番茄时钟,TheSoulofRain阿塔,
送程序员什么礼物好？这个真的可以闭眼买^_^,牧云踏歌,https://www.bilibili.com/video/BV12M411b75M
黑马程序员python教程，8天python从入门到精通，学python看这套就够了,黑马程序员,https://www.bilibili.com/video/BV1qW4y1a7fU
求知讲堂python+人工智能 94天完整版 学完可就业,求知讲堂,https://www.bilibili.com/video/BV1vA411b7Rn
【全网首发】《流浪地球2》“太空电梯”特辑画面解析,半机械疫医,https://www.bilibili.com/video/BV16P4y1k7CN
当骗子遇上骗子，谁才是受害者？,给我一个镜头V,https://www.bilibili.com/video/BV1rW4y1M7Go
电子烟，一把瞄准学生的狙击步枪,给我一个镜头V,https://www.bilibili.com/video/BV1q3411Q7T1
我用AI在网上冒充人类答题，还被上千人点赞【图灵测试Vol.1】,图灵的猫,https://www.bilibili.com/video/BV1144y1j7vZ
中国人工智能激荡40年（上）【智能简史-中国篇】,图灵的猫,https://www.bilibili.com/video/BV1w5411P7Vo
用B站评论训练出的AI和杀猪盘聊天，骗子竟给我转钱【图灵计划05】,图灵的猫,https://www.bilibili.com/video/BV1qD4y1h7io
2022年家用投影横评&选购建议，看这条就够了,Mr迷瞪,https://www.bilibili.com/video/BV1f44y1D7NT
结婚950天后，终于要开始了！！！,狂阿弥_,https://www.bilibili.com/video/BV1T8411p7zN
我在20个国家进行100次物物交换，最后会换到什么？,歪果仁研究协会,https://www.bilibili.com/video/BV1V14y1u796
00 预告【动手学深度学习v2】,跟李沐学AI,https://www.bilibili.com/video/BV1if4y147hS
【VLOG】目前最完美的iPhone保护壳！feat. 零下11度体验甜甜圈/MOFT/穿搭配件/iPhone14 Pro MagSafe配件｜大耳朵TV,大耳朵TV,https://www.bilibili.com/video/BV1t84y1h7EK
【200元～30万元】2022年我最满意的10款产品！feat. iPhone14 戴森 AirPods Pro 2 miniLED ｜大耳朵TV,大耳朵TV,https://www.bilibili.com/video/BV14G4y1m7VE
Roomtour！58平米 首付16w，28岁我有了自己的小房子！,阿么么么哒er,https://www.bilibili.com/video/BV1nG4y1g72V
大神教你安装Sketchup2021破解版（附安装包）,知慧互联,https://www.bilibili.com/video/BV16q4y1y7vk
【SU技巧】Sketchup2021安装及破解过程,园林学长,https://www.bilibili.com/video/BV1NZ4y157ec
【合集】很详细的新手教程！ SketchUp全套新手基础入门精品教程,设计小教室,https://www.bilibili.com/video/BV1Tb411E7Co
【宿舍改造】3周挑战全网最强大一宿舍,狼狼Vauk,https://www.bilibili.com/video/BV1x841157Dq
【Roomtour】很宅很宅的人，如何把家打造成最舒服的地方❓,学姐潇潇,https://www.bilibili.com/video/BV1w84y1e7xK
肯德基1月新品大测评！没想到最好吃的居然是它？,章余飞不是章鱼飞,https://www.bilibili.com/video/BV1EK411C7KT
极限5小时！把卧室爆改成无敌梦想电竞房！！,雨哥到处跑,https://www.bilibili.com/video/BV1W8411J7sz
深圳月租5000的空房，被我打造成了理想的家,在下哲别,https://www.bilibili.com/video/BV18P4y1C7fZ
这才配叫全屋智能！独居宅男爆改75㎡懒人天堂|RoomTour,杨六娃本娃,https://www.bilibili.com/video/BV16e4y1G7RU
我把“婚房”变成 养老房，爆改140㎡房子,造物员的故事,https://www.bilibili.com/video/BV1Ke411u7Hj
感谢邻居这一个月对我家改造的包容！,一粒沙的生活,https://www.bilibili.com/video/BV1XV4y1w7qJ
拉近几十亿公里！普通人用天文望远镜能拍到什么？,影视飓风,https://www.bilibili.com/video/BV1y84y147YW
二手电脑回收行业揭秘：回收一台电脑居然只有几十块钱利润,垃圾佬爱装机,https://www.bilibili.com/video/BV1UC4y1H7s2
这是一个普通程序员磕磕绊绊又闪闪发光的十年,叫我王歪歪,
这是一个普通程序员磕磕绊绊又闪闪发光的十年,叫我王歪歪,https://www.bilibili.com/video/BV178411J7jJ
广州塔 和平精英,爱学的小余,https://www.bilibili.com/video/BV1xY411174i
每个阶段的程序员都有不同的核心竞争力，比如不要装逼（bushi,叫我王歪歪,https://www.bilibili.com/video/BV1gv4y1d7fT
大佬们日常都在做啥？清华、MIT、加州理工、普林斯顿、宾大的学长们和你聊一聊,集智说,https://www.bilibili.com/video/BV1J14y1A7PD
王冰冰的街头实验,央视新闻,https://www.bilibili.com/video/BV1nM411h7xG
职业职场UP聊聊爆款视频思路,哔哩哔哩UP主服务中心,
电视剧《三体》定档1月15日！多平台同步首播！,三体社区TBC,https://www.bilibili.com/video/BV1SP4y1r7VE
InstructGPT 论文精读【论文精读·48】,跟李沐学AI,https://www.bilibili.com/video/BV1hd4y187CR
稚晖君：保持热爱，奔赴星海 （青春2022）,毕导CEO,https://www.bilibili.com/video/BV1cr4y1U7EC
稚晖君 2021百大,AI_你给我的所有,https://www.bilibili.com/video/BV1KP4y1M7BM
打赌你没看过！2022百大UP主正向你靠近,哔哩哔哩UP主服务中心,https://www.bilibili.com/video/BV14e4y1V7Pf
BILIBILI POWER UP 2021百大up主盛典 全程回顾（上）,哔哩哔哩UP主服务中心,https://www.bilibili.com/video/BV1yT4y1m7JA
BILIBILI POWER UP 2021百大up主盛典 全程回顾（下）,哔哩哔哩UP主服务中心,https://www.bilibili.com/video/BV1iq4y1w7Qi
RoomTour！这群鸽子不在家,哔哩哔哩UP主服务中心,https://www.bilibili.com/video/BV1MA411Z7CM
【带你参观我的家】野生极客工程师 装备配置指南，一言不合就改造,稚晖君,https://www.bilibili.com/video/BV19E411a7Sf
【软件分享 | 硬核】真●全栈工程师的桌面是什么样的？,稚晖君,https://www.bilibili.com/video/BV1F7411u71s
【2022B站最好的OpenCV课程推荐】OpenCV从入门到实战 全套课程（附带课程课件资料+课件笔记）图像处理|深度学习人工智能计算机视觉python+AI,Python-木子,https://www.bilibili.com/video/BV1PV411774y
HEU KMS Activator 全网最强激活工具！,神器STORE,
盘点2022年全球经济九大主题，一口气搞清全球经济形势,小Lin说,https://www.bilibili.com/video/BV1yK411q7Ze
盘点2022年全球经济九大主题，一口气搞清全球经济形势,阿离z-_-,
很快，互联网行业即将变天！【温义飞】,温义飞今天插旗了吗,https://www.bilibili.com/video/BV1qW4y1N7ah
因为对新冠的不重视，19岁的我永远失去了父亲,Trueself-,https://www.bilibili.com/video/BV1yd4y1h7VS
【1818黄金眼】尝到甜头转账五万做任务，刷单骗局别信了,1818黄金眼,https://www.bilibili.com/video/BV1ZR4y1V74F
【5.9已追回】【建议二倍速食用】网络刷单被骗的血泪教训！！一定要看！用我的亲身经历让大家更多的了解刷单骗局！提升自己的防骗能力！,nikkouuu,https://www.bilibili.com/video/BV1Hg4y167xw
人生第一次被诈骗了。七尚刷单软件，最简单的刷单骗局。在b站网友都在玩弄骗子的时候，我是真的被骗了。,淳朴本蠢,https://www.bilibili.com/video/BV1kL411N7mv
我被电信诈骗诈骗了15万,小同姐,https://www.bilibili.com/video/BV1q44y147bE
难以启齿！我相亲被骗2万8，从未感受过的压迫感……,扒妹儿无聊的朋友们,https://www.bilibili.com/video/BV1dL4y1p7Gw
必看！超真实骗局！比扫黑风暴更可怕！十分钟骗走五万五千元！,一只小木深,https://www.bilibili.com/video/BV13P4y1a7Td
被电信诈骗190w的人生感受,这人生如梦啊,https://www.bilibili.com/video/BV1oG4y1i7vB
流水的国产武侠，铁打的东方美学，网易逆水寒真的做懂了国风端游吗？【柴桑】,柴桑在摸鱼,https://www.bilibili.com/video/BV12W4y1K7HQ
【柴桑】2小时，我被电信诈骗了8万！！套路太深，千万别觉得自己不会被骗！！！,柴桑在摸鱼,https://www.bilibili.com/video/BV1TM4y1w7oH
流浪地球2格局有多大？中国视角，中国方案！【流浪地球2】pv解析,Muc虚空之翼,https://www.bilibili.com/video/BV1v24y1X7Mn
纯素败类：名誉、欺诈、逃犯 Bad Vegan,小猫咪字幕组,https://www.bilibili.com/video/BV1FZ4y1678r
"30分钟,UP主被电话诈骗了16万！！！",杨可爱Ukulele,https://www.bilibili.com/video/BV1qP4y1Y7sH
有些案件我编都编不出来，但居然是真的,学法联盟,https://www.bilibili.com/video/BV1wv4y197wS
年轻人，求你们别再给电信诈骗送钱了,-LKs-,https://www.bilibili.com/video/BV195411T7d4
Python+Anaconda+PyCharm的安装和基本使用【适合完全零基础】不只是教你如何安装，还告诉你为什么这么安装,ljp_summer,https://www.bilibili.com/video/BV1K7411c7EL
"Python课程天花板,Python入门+Python爬虫+Python数据分析5天项目实操/Python基础.Python教程",IT私塾,https://www.bilibili.com/video/BV12E411A7ZQ
Pytorch快速入门,覃秉丰,https://www.bilibili.com/video/BV1iv41117Zg
黑马程序员3天快速入门python机器学习,黑马程序员,https://www.bilibili.com/video/BV1nt411r7tj
1.1 课程介绍【斯坦福21秋季：实用机器学习中文版】,跟李沐学AI,https://www.bilibili.com/video/BV13U4y1N7Uo
[中英字幕]吴恩达机器学习系列课程,岁月觞,https://www.bilibili.com/video/BV164411b7dx
爱学的小余的B站2022年度报告来啦！,爱学的小余,https://www.bilibili.com/video/BV1Ld4y1h7fA
【python教程】数据分析——numpy、pandas、matplotlib,luvm的小屋,https://www.bilibili.com/video/BV1hx411d7jb
花了2万多买的Python教程全套，现在分享给大家，入门到精通(Python全栈开发教程),Python_子木,https://www.bilibili.com/video/BV1wD4y1o7AS
【Python教程】《零基础入门学习Python》最新版（2023年3月6日更新）,鱼C-小甲鱼,https://www.bilibili.com/video/BV1c4411e77t
【Python】零基础入门——面向对象编程（强烈推荐）,Leofaith,https://www.bilibili.com/video/BV1A4411v7b2
2021年最新Pycharm开发环境搭建 Pycharm学习有这个就够了 Python3.9+Pycharm2021.1,程序员在思考,https://www.bilibili.com/video/BV1aN411o7Ei
人工智能新手环境搭建指南anaconda+pytorch+pycharm,达芙妮与克罗埃,https://www.bilibili.com/video/BV1Kp4y147Rw
【python编程环境安装】全网最详细python环境安装。pycharm和anaconda手把手安装教学。,兔子喵爱编程,https://www.bilibili.com/video/BV1Fy4y1878z
嵌入式AI从入门到放肆【K210篇】-- 硬件与环境,稚晖君,
【自制】技术宅UP耗时三个月，自制B站最强小电视！【硬核】【3分钟从草图到实物】,稚晖君,https://www.bilibili.com/video/BV1jE41137eu
【小电视更新】如何进行一次硬核的抽奖？【奇怪的知识分享】,稚晖君,https://www.bilibili.com/video/BV1wT4y1G7vR
【自制】AT力场全开！EVA初号机主题小电脑Get！【量子计划更新】,稚晖君,https://www.bilibili.com/video/BV1Pt4y1m7Bw
【自制】我把自行车做成了 自 动 驾 驶 ！！【硬核】,稚晖君,https://www.bilibili.com/video/BV1fV411x72a
【自制】如何制作一个赛博朋克风格的 百大UP奖杯 【软核】,稚晖君,https://www.bilibili.com/video/BV1VA411p7MD
【自制】你的下一个显示器，可能是个充电宝？？DIY超迷你便携显示器【软核】,稚晖君,https://www.bilibili.com/video/BV17D4y1X7AT
【自制】机器人的心脏--超迷你FOC矢量控制驱动器【软核】,稚晖君,https://www.bilibili.com/video/BV11V41127pq
【自制】吃完的螃蟹不要扔，裹上黑科技，可以做一台火星车~【软核】,稚晖君,https://www.bilibili.com/video/BV1ZA411e7Ff
【自制】如何把门禁卡做成你用不起的样子？硬核UP自制带屏幕的NFC名片,稚晖君,https://www.bilibili.com/video/BV1Cf4y1y7KT
【6-14直播录像】在  线  吹  水,稚晖君,https://www.bilibili.com/video/BV1za4y1Y7wG
【自制】我做了一把 模 块 化 机 械 键 盘 !【软核】,稚晖君,https://www.bilibili.com/video/BV19V4y1J7Hx
【自制】我做了个能动的 电 脑 配 件！【软核】,稚晖君,https://www.bilibili.com/video/BV1ka411b76m
【自制】我造了一台 钢 铁 侠 的 机 械 臂 ！【硬核】,稚晖君,https://www.bilibili.com/video/BV12341117rG
马云谈我上大学在做什么？大学毕业以后一直在创业，从小商贩到自己开办公司，一个人单打独斗到带领一个团队，马云很清楚认识到一个领导人的胆识谋略和勇气对企业发展很重要,武汉太学院,https://www.bilibili.com/video/BV1KG411u7nE
女生为什么会愿意，和你发生X关系？,举个栗子sun,https://www.bilibili.com/video/BV1vW4y1T7sQ
他的辩词真的好温柔！每天一遍，防抑郁99.9%,爱吃鸡蛋吖,https://www.bilibili.com/video/BV1o14y1E7sB
【独家】三体 第1集 意义之塔,哔哩哔哩国创,https://www.bilibili.com/video/BV1iK41197nZ
我的三体之章北海传,,
触目惊心！缅北诈骗集团内部视频流出。。。,了不起的中国人,https://www.bilibili.com/video/BV1je4y1h7Yc
【男士素颜霜】小瑕疵统统消失！不假白不卡粉！懒得打扮的都选它！,特务卷卷,https://www.bilibili.com/video/BV1sT411T7JU
《三体》电视剧央视预告,平常心9258,https://www.bilibili.com/video/BV1bK41167Ch
花费70个小时，这个up竟然做出了三体编年史？,科幻视界,https://www.bilibili.com/video/BV15D4y1v7jk
22下 六级作文预测 第二篇-谚语类  拙匠常怪工具差,我是瑞斯拜,https://www.bilibili.com/video/BV1LD4y1e76M
22下六级翻译预测--艰苦奋斗传统美德,我是瑞斯拜,https://www.bilibili.com/video/BV1KV4y1N7gU
22下六级作文预测-图表类-博物馆参观人数变化,我是瑞斯拜,https://www.bilibili.com/video/BV1tK41197gW
22下四六级考前词汇预测,我是瑞斯拜,https://www.bilibili.com/video/BV1Ve411P7EK
