页码,微博id,微博作者,发布时间,微博内容,微博正文url,转发数,评论数,点赞数,用户粉丝数
1,4973433732204952,大呆秦,2023-11-29 15:21:06,想起来了，讯飞其实也和华为合作的,https://m.weibo.cn/detail/4973433732204952,0,3,28,15.4万
2,4973396482329273,朱玉龙-YL,2023-11-29 12:53:05,鸿蒙智行战略合作启动仪式🤣最近华为的事，有点看不懂啊 ，这是两种模式准备打擂台么？🤣 ,https://m.weibo.cn/detail/4973396482329273,5,34,69,93.6万
2,4973419171153288,华为何刚,2023-11-29 14:23:15,我们的AI云增强功能采用云端的人像增强、背景增强和亮色增强算法，不仅可以让人像特写和夜景人像的效果更佳，还非常适用于多人合影的场景。我身边就有很多朋友反馈这个功能很好用，还分享了他们的合影照片，增强前后的效果对比非常明显。特别是照片放大后，人物的面部细节更清晰，肤质也更细腻，每个人都是照片的主角！目前，我们的#华为Mate60#Pro和 #华为MateX5#等产品都支持这一功能，欢迎大家来体验。,https://m.weibo.cn/detail/4973419171153288,0,16,105,331.8万
2,4973433732204952,大呆秦,2023-11-29 15:21:06,想起来了，讯飞其实也和华为合作的,https://m.weibo.cn/detail/4973433732204952,0,3,28,15.4万
2,4973438915576863,GhostLynxV,2023-11-29 15:41:42,感谢朋友的至尊华为助力我拍高清鸟宝宝 ,https://m.weibo.cn/detail/4973438915576863,0,1,0,23
2,4973405700622636,宅女吉丽,2023-11-29 13:29:43,吉丽生活宝妈带娃逛华为发生可爱一幕！一个气球竟换来一部华为Mate60 #传递正能量 # 宅女吉丽的微博视频 ,https://m.weibo.cn/detail/4973405700622636,6,12,43,30.7万
2,4973438731816258,吕俭LJ,2023-11-29 15:40:58,#何小鹏认为智能汽车未来三年最残酷#激烈的原因在于原先大家都搞混动，靠混动攒家底。做纯电的更多的是押宝在配置、设计、体验层面，真正all in智能化的也就小鹏，小鹏在搞全栈自研。其余很多品牌都在观望，一方面等降本，另外一方面等吃螃蟹玩家的验证。结果M7、G6证明了智驾影响销量了，于是很多车企开始跟进。上汽与momental，长安与华为，小鹏走自研。随着华为把汽车业务独立出来，靠股权模式的绑定，行业就像战国时期的诸侯割据的状态。就看谁能一家独大统一割据，所以竞争很残酷。智能化赛道的残酷点还在于研发周期长，回报周期长，还非常的太烧钱。华为独立出来因为真的太烧钱了，于是选择了出技术找人出钱。当时uber自动驾驶部门烧光了25亿美元，Waymo每年至少花超10亿美元。有人选择了“打不过就加入”，长安现在绑定了宁德、蔚来、华为，基本上把纯电赛道有壁垒的资源都握在手里了，还真是敢投资敢拼。#华为##新能源大牛说#,https://m.weibo.cn/detail/4973438731816258,0,1,1,21.9万
2,4973438483039003,热烈的白羊Yn,2023-11-29 15:39:59,第五人格#第五人格coa6# 收个园厨的号！有宇宙女巫+真相小姐+等风来+艾玛，要安卓华为服，其他没有要求都无所谓，只有前三或者只有前二个也可！走藏宝阁，遇到特别合适的我秒拍并且出手续费，可以最低要求一定要有宇宙和真相，号不要太大的，求求了让我今年收个理想的号子吧55555  ,https://m.weibo.cn/detail/4973438483039003,0,0,0,71
2,4973438345416835,合肥茅台,2023-11-29 15:39:26,收售飞天各大商超平台，五粮液、香烟、手机📱购物卡等高档礼品🎁  #飞天茅台##飞天茅台回收#       #华为手机#                                       合肥,https://m.weibo.cn/detail/4973438345416835,0,0,0,1179
2,4973438139372072,陶侃疫苗,2023-11-29 15:38:37,瞎想想：比亚迪是硬件牛逼，哪天想通了，用华为的软件，那不更牛逼了 ,https://m.weibo.cn/detail/4973438139372072,1,0,0,479.1万
2,4973438035034290,长春西门大官人,2023-11-29 15:38:11,#华为希望一汽集团加入#【华为余承东：#华为新公司已向四界发出邀请# 希望一汽集团加入】财联社11月28日电，华为常务董事、智能汽车解决方案BU董事长余承东今日表示，华为已向赛力斯、奇瑞、江淮、北汽发出股权开放邀请，并希望中国一汽集团加入。 长春西门大官人的微博视频 ,https://m.weibo.cn/detail/4973438035034290,0,0,0,140.8万
3,4973437862808418,轿车情报杂志,2023-11-29 15:37:31,发布了头条文章：《智界S7、新一代华为MateBook D 16，多项华为黑科技看不过来》  智界S7、新一代华为MateBook D 16，多项华为黑科技看不过来 ,https://m.weibo.cn/detail/4973437862808418,0,0,0,28.6万
3,4973421490341595,万能的大熊,2023-11-29 14:32:28,台阶给了 可以下了,https://m.weibo.cn/detail/4973421490341595,4,9,33,244.8万
3,4973437793602385,托马斯回旋再后空翻落地亲飞小玉,2023-11-29 15:37:15,攻击我之前请先了解我:  本人重度抑郁患者，农村人，水果滞销店主，LGBT群体，丁克族，少数民族，极端女权主义者，素食主义者，动物保护人士，祖上八百代是黑人，咸豆腐脑和甜粽子党，不支持代孕合法，支持同性婚姻合法化。喜欢的明星有吴京，陈道明，韩红 ，用的是华为手机。 ,https://m.weibo.cn/detail/4973437793602385,0,0,0,266
3,4973437648374934,寺若蘭,2023-11-29 15:36:40,huawei /智能华为huawei nfc手表   (271)亭边总有花影，与我消遣一段旖旎的小时光3/// ,https://m.weibo.cn/detail/4973437648374934,0,1,0,79
3,4973437298935382,沉迷真理无法自拔,2023-11-29 15:35:17,#雷军称要一万倍回报母校奖学金#为什么这么多人黑小米去年营收2800亿，利润85亿，才纳税14亿，加上增值税是165亿。华为营收6400多亿，利润356亿，不也才纳税83亿，加上增值税也才903亿吗？为什么不一起黑华为。小米可是良心企业啊，太多人黑了？ ,https://m.weibo.cn/detail/4973437298935382,0,0,1,436
3,4973177547526206,股市刀锋,2023-11-28 22:23:07,【华为又吹爆了，A股不放量还有再次探底！】回到市场，今天最强的是汽车产业链，整车、无人驾驶、汽车零部件等全线大涨。个股又上演涨停潮，东安动力、湖南天雁、云内动力、一汽解放等近20股封板。榜上华为的长安汽车，尾盘狂飙涨9.82%，股价创出历史新高。成交了192亿，成为两市最靓的崽！而成交量前10，有5家是汽车产业链的公司。汽车股的疯狂，一方面靠华为余大嘴的吆喝；另一方面是游资的抱团，打造了长安这个2000亿的标杆龙头，以一己之力对抗整个北交！在今天智界S7及华为全场景发布会上，余承东说华为新公司已向四界（赛力斯、奇瑞、江淮、北汽）发出邀请，并希望一汽集团加入。消息一出，一汽系的一汽解放、一汽富维直线拉板，江淮汽车、北汽蓝谷直线拉升。 华为又吹爆了，A股不放量还有再次探底！,https://m.weibo.cn/detail/4973177547526206,9,5,76,86万
3,4973405063612700,鸿蒙钊哥,2023-11-29 13:27:11,到2024年，美国针对华为的制裁就五年了，不知不觉五年了，2024年，华为可能会对这场博弈发出最猛烈的反攻，鸿蒙应该是最前线。只不过这一次，华为背后站着的伙伴，将是大半个中国IT业，一群聪明而又倔强的黄皮肤码农们。这场斗争将波澜壮阔，空前绝后！你现在看到的一家一家APP适配鸿蒙，只是序曲！ ,https://m.weibo.cn/detail/4973405063612700,5,67,213,22万
3,4973436469774582,记住我是跑,2023-11-29 15:31:59,华为客服选择上午11点50分、下午1点30分、晚上6点回复客户咨询然后说客户不接电话，华为客服挑衅12345政务服务便民热线，华为门店对市场监督管理局置若罔闻一句“上诉吧”把市场监督管理局晾一边@华为中国 ,https://m.weibo.cn/detail/4973436469774582,0,0,0,93
4,4973405063612700,鸿蒙钊哥,2023-11-29 13:27:11,到2024年，美国针对华为的制裁就五年了，不知不觉五年了，2024年，华为可能会对这场博弈发出最猛烈的反攻，鸿蒙应该是最前线。只不过这一次，华为背后站着的伙伴，将是大半个中国IT业，一群聪明而又倔强的黄皮肤码农们。这场斗争将波澜壮阔，空前绝后！你现在看到的一家一家APP适配鸿蒙，只是序曲！ ,https://m.weibo.cn/detail/4973405063612700,5,68,213,22万
4,4973436469774582,记住我是跑,2023-11-29 15:31:59,华为客服选择上午11点50分、下午1点30分、晚上6点回复客户咨询然后说客户不接电话，华为客服挑衅12345政务服务便民热线，华为门店对市场监督管理局置若罔闻一句“上诉吧”把市场监督管理局晾一边@华为中国 ,https://m.weibo.cn/detail/4973436469774582,0,0,0,93
4,4973436448802856,生草字幕组,2023-11-29 15:31:54,【中日双语】华为与夏普签订长期包括4G、5G的全球专利交叉许可协议。 /#平凡#/#微博喜剧现场#/ 生草字幕组的微博视频 ,https://m.weibo.cn/detail/4973436448802856,0,0,9,232.1万
4,4973436233580768,上弦平如绳,2023-11-29 15:31:02,忘川风华录手游 接代打（官服和华为渠道服） ,https://m.weibo.cn/detail/4973436233580768,0,0,1,5
4,4973367467971313,青锋裁月,2023-11-29 10:57:48,看完华为参与的一系列车的实测视频，只能说不愧是卷王之王的国度，以后豪车真的就只剩个车标了，豪车有的二三十万给你干上，豪车没有的科技配置也给你干上，这还是刚开了个头………20后的外国小孩看中国，估计就跟七八九零后小时候看欧美一样了… ,https://m.weibo.cn/detail/4973367467971313,2,14,23,15.1万
4,4973417302067002,叶艾茂,2023-11-29 14:15:49,银行和保险大跌，券商尾盘也跟跌了，这是强行摁着大家亏钱。长安汽车大跌超6%，把昨天追高的200来亿都套了，题材也跟着走低，汽车产业可能还得回落一两天，消化一下获利盘。#华为汽车##长安汽车##基金 股票# （叶艾茂） ,https://m.weibo.cn/detail/4973417302067002,0,8,48,63.7万
4,4973435644808740,吃葡萄吐葡萄不吐皮,2023-11-29 15:28:42,#华为凭什么重新定义汽车底盘#凭它华而不实，为所欲为 ,https://m.weibo.cn/detail/4973435644808740,0,0,0,15
4,4973435587660831,IT之家,2023-11-29 15:28:29,【国内首个农业开源鸿蒙操作系统，中信农业 x 深开鸿 x 华为联合发布】在全球首个以供应链为主题的国家级展会 —— 中国国际供应链促进博览会上，中信农业科技股份有限公司（简称“中信农业”）联合深圳开鸿数字产业发展有限公司（简称“深开鸿”）……详情点击：国内首个农业开源鸿蒙操作系统，中信农业 x 深开鸿 x 华为联合发布 ,https://m.weibo.cn/detail/4973435587660831,0,1,1,616.2万
4,4973105207314936,HW前HR,2023-11-28 17:35:40,今天华为发布会上，余总说华为新公司已向四界发出邀请，并希望一汽集团加入！华为常务董事、智能汽车解决方案BU董事长余承东今日表示，华为已向赛力斯、奇瑞、江淮、北汽发出股权开放邀请，并希望中国一汽集团加入。今天的发布会S7自己智能进场和智能退场，非常惊艳。M7已经成为新势力单款周销最高了，估计明年一季度问界总月销量就会是新势力最高。,https://m.weibo.cn/detail/4973105207314936,78,241,1436,184.3万
4,4973435480965349,viprs_Bati,2023-11-29 15:28:02,早盘看龙科那个样子也就没参与，有时候还是需要一点信仰的华为汽车军团跌的比比亚迪还要狠这又是什么鬼，哈哈哈哈市场又到了看不明白的阶段了，休息 ,https://m.weibo.cn/detail/4973435480965349,0,0,0,18
5,4973435275709645,swijie200112,2023-11-29 15:27:14,华为成立新的车BU公司的价值预测现在谣言说估值3000亿。我觉得值。华为有关车企多大的市场？国内1/3，如果国内有2500万辆每年，华为可以拿到800万辆的合作车企的车市场;与华为合作的车企在除中国外的全球市场7000万辆中，华为可以得多少市场份额，1/10，700万辆（中国车企造车，华为负责国际市场开拓）;两个合计，1500万辆/年。按华为收费目标一辆车3万（说3.6万，基本都有折扣），光软件系统华为车BU年营收可能就有4500亿/年。卖配件与车机系统不算。卖系统是最转钱的，净利润最少40%～50%，这车BU未来年利润将有2000亿左右/年。现在3000亿的股权估值肯定未来增值潜力巨大。长安估计最多也就15%，因为华为肯定考虑更多的车企加入，估计赛力斯也会入15%，这就30%去了，华为最少自己留30%（估计50%属于华为集团，还有50%属于华为车BU系统的管理与员工等），这就60%没有了，留出40%，未来与其他4～5家入股，8%～10%一家,https://m.weibo.cn/detail/4973435275709645,0,0,0,1994
5,4973435245298872,滨州文旅,2023-11-29 15:27:07,2023年11月29日 星期三【#今日头条#】1、#粤港澳大湾区超级充电产业联盟在深圳成立#2、数据交易链正式启用，十省市实现“一地挂牌、全网互认”3、“中植系”财富公司多人被抓，此前自行披露集团资不抵债逾2000亿【互联网圈子】1、达摩院联合浙江大学发展量子科技2、#长安汽车#：与华为签署《投资合作备忘录》3、华为：将打造汽车产业共同参与的电动化智能化开放平台【投融资】1、上海百联购物中心获得20亿元新一轮战略融资2、咖啡品牌运营商“弄咖咖啡”获1.2亿A轮战略融资3、O2O数据公共技术服务平台“城市云”完成数千万元股权融资,https://m.weibo.cn/detail/4973435245298872,0,0,0,56万
5,4973435236911667,小富组合,2023-11-29 15:27:05,华为也发布汽车底盘途灵了，不过似乎没有达到比亚迪易四方的程度。比亚迪的车当前似乎都得相同配置和功能要更低价，相同价位的要更多东西。应急浮水功能是个刚需啊，现在每年都有那么多城市洪灾，比亚迪不如每款车的高配都带上应急浮水功能，原来基础上再贵个万把块许多人也愿意吧！@赵长江V @不会武功的武功李云飞 @比亚迪汽车,https://m.weibo.cn/detail/4973435236911667,0,0,0,1966
5,4973435204404276,龙头笔记,2023-11-29 15:26:57,华为液冷桩产业链核心股，排序不分先后。智界S7及华为全场景发布会上，表示“预测到2024年底，华为600KW全液冷超级快充将部署超过10万个。”截至2023年10月，华为数字能源已部署了约200多个全液冷超快充场站。华为600KW液冷桩市场售价在60-70万左右。假设24年10万根液冷桩落地，20%净利率，以下是受益标的和弹性测算:1、永贵电器:H液冷枪线独供，单桩价值量10000元;24年增厚2亿利润对应80%利润体量;2、英维克:H液冷温控独供，单桩价值量7000元，24年增厚1.4亿利润对应25%利润体量;3、京泉华:H液冷模块磁性器件核心供应商，份额50%+，单桩价值量4000-6000元，24年增厚0.5亿利润对应15%利润体量;4、可立克:H液冷模块磁性器件核心供应商。5、威迈斯:液冷模块，已给星星、极氪、小米出货;6、鑫宏业:液冷枪线供应商，通过菲尼克斯外售#财经##股票##今日看盘#,https://m.weibo.cn/detail/4973435204404276,0,0,6,20.2万
