页码,微博id,微博作者,发布时间,微博内容,微博正文url,转发数,评论数,点赞数,用户粉丝数
2,4882369636993549,东王公道破天机之小何妹妹,2023-03-23 08:24:54,去年三起大事情，都有数字签名28。徐州风险铁链女事件，1月28日凤凰网开始报道。唐山烧烤店事件，第二份通告出警时间由五分钟变成28分钟，第三份通告人数由9人变成28人。胡鑫宇失踪案，失踪时间10月14日，找到一具尸体1月28日。起点1月28日，终点1月28日，一年一个轮回。天道有轮回，苍天饶过谁？！唐山大地震7月28日，汶川大地震5月12日14点28分。东王公团队存在的意义是什么？那就是道破天机28，形成日月丽天，群阴慑服。微博,https://m.weibo.cn/detail/4882369636993549,2,0,3,51
2,4882209687211250,周思毅的悲惨遭遇9,2023-03-22 21:49:19,武汉市公安局的犯罪团伙从霸天安云软件开发商手里拿到了该软件的代码，因而能够从远程进入我手机的天安云软件将枪形摄像头内的3分多钟录像资料删除。在我关注胡鑫宇事件的过程中，我曾读到一条消息说，铅山致远中学安装的监视摄像头的厂商说，只有他们能够删除监视摄像头中的录像资料，因为录制监视录像资料的软件代码是他们写的。这印证了我的判断。,https://m.weibo.cn/detail/4882209687211250,0,0,1,5
2,4882162270340368,陳衣几,2023-03-22 18:40:54,新传考研 思考题：“胡鑫宇案”中的新闻伦理问题       一、伦理悖论：媒体的缺席与在场（一）媒体缺席：严重伤害新闻伦理            悲剧事件发生后，媒体是一支提供信息最主要的力量，我们不能仅仅“等官方通报”，因为信息量不够，且可能隐藏甚至扭曲部分信息。媒体以最快的速度来揭示信息，尽可能地挖掘隐情，是媒体的天职，也是公众知情权的天然组成部分。当事人的眼泪，和悲剧过程，悲剧原因等一样，本身就是的组成部分。遇难者亲朋家属的悲伤，是我们必须面对的一部分，更是追问事件原因与责任最具道义力量的拷问。采写固然要特别注意方式方法，但绝无任何理由反对媒体报道相关内容。重大舆论事件里媒体缺席才是对新闻伦理最严重的伤害。（二）媒体在场：面临侵扰悲痛指责            在警方未查明原因的情况下，对胡鑫宇死亡原因很难短时间内做出调查性报道。而在中国的具体语境下，提供这方面的信更为困难。因此，媒体的报道视角会转向还原遇难者的人生，让悲伤更为可知可感。这种报道又存在两方面问题：一方面是如果不报道就严重损害新闻伦理，众人会高喊“媒体已死”；另一方面是如果报道稍有不慎就面临侵扰悲痛的指责，众人又高喊“媒体吃人血馒头”。这是媒体在面临悲剧事件报道时必须面对的伦理悖论。二、伦理尺度：始终坚持人本思想             报道理念先行，保持同情尊重。当采访对象处于悲痛或创伤中时，应永远小心体恤和言行谨慎，不得利用对方的脆弱或对媒体实践的不了解，只有在对方知情同意时才能进行采访。在接触或采访他们时，应细心关切他们的情感，寻找、采访或拍摄遭遇悲惨或悲痛者时，应敏感体恤。要认识到收集和报道信息可能对他们造成伤害或不适，追求新闻不是傲慢无礼的通行证。三、未来实践：呼唤更好的新闻业        第一，提供关键的信息，告诉大家发生了什么、谁受到了影响、事情在如何发展，以及为什么会发生这样的悲剧。        第二，提供一条沟通的生命线，传递关键信息，把受影响的相关方的信息传出来，也把关键信息传递给他们。        第三，成为一座警告的灯塔，为避免下一次的悲剧传递及时、可靠的信息。        第四，成为一个社区的论坛，让公民们可以走到一起来，分享自己共同的担忧，在困难的时刻彼此提供支持。这也为未来新闻业的具体新闻实践提供参考思路。              新闻伦理是新闻工作者应当遵循的基础性原则，也是新闻工作者的道德底线。“胡鑫宇失踪”一案中无论是初始报道还是热度下降后的后续跟进，都存在着诸多的乱象，这也从侧面反映出当前我国的新闻媒体工作背后的问题。当然，这其中不乏一些优秀的、负责任的新闻媒体和工作者，但是仍然希望在未来这种为了利益而失守新闻传播伦理道德的乱象能越来越少，让新闻发挥出它应有的社会价值以及公益价值。@爱传播新传考研,https://m.weibo.cn/detail/4882162270340368,0,0,2,32
2,4882134647702697,梨涡浅浅易少年吖,2023-03-22 16:51:08,#新传考研超话#新传考研@爱传播新传考研 思考题打卡: 胡鑫宇案件中的报道伦理问题①媒体丧失新闻真实底线，进行虚假报道；从胡鑫宇失联开始，到整个结果水落石出，期间网络上出现了多种类型的虚假新闻，甚至有一些官方媒体在没有事实定论之前妄自揣测，进行虚假报道，违背了媒体本身秉持真实性的原则。②自媒体为博流量吃人血馒头；胡鑫宇案件中，由于事情过程发生的蹊跷，案件中也有多个疑点。在事情舆论愈演愈烈的同时，许多自媒体账号开始借其进行分析，博取流量去关注。在案件结果出来以后，更是有博主质疑真相，甚至以收费方式展示现场发现的胡鑫宇本人的遗体，给死者带来了极大的不尊重，也冲击了家属和许多受众的心理。③网络谣言遍布，干扰警方寻求真相；可能是受众日常接触到的推理剧较多，以及想要谋求关注的心理作祟，在警方更新每一条调查结果以后，都有网民在微博消息下评论“阴谋论”，大肆宣扬案件中的细节不符合现实。这些网络谣言使得整个社会中关注此事的公众都处于一个不稳定和担忧的状态，干扰了警方正常的办案，也加剧了整个社会的不稳定性和不统一性。,https://m.weibo.cn/detail/4882134647702697,0,0,0,6
3,4882086668797898,柳佳忆,2023-03-22 13:40:29,快把我的大号放出来，我要帮新浪卖货挣留学学费。新浪客服说我大号是提到胡鑫宇是敏感词，所以被禁言，醉了，新浪就是找借口，逼我帮新浪卖东西。如果进军营，就不需要挣钱了 ,https://m.weibo.cn/detail/4882086668797898,3,10,19,8974
3,4882003000823470,清末朝代,2023-03-22 08:08:01,看看喜玛拉雅梁某人岁岁平安节目如何逼出一个胡鑫宇 ,https://m.weibo.cn/detail/4882003000823470,0,0,0,9
3,4881972323418614,家人之名199388,2023-03-22 06:06:07,刘恺威钱途，哦！胡鑫宇认识不？不想认识，还是已经认识伤害你了吗？！ ,https://m.weibo.cn/detail/4881972323418614,0,2,1,1
3,4881789561343017,涂涂想慢慢的,2023-03-21 17:59:53,感觉这是我来学校听过最有意义的讲座咯不知道是不是医生的魅丽呢也或许是班主任交给我的任务第二张图展示的是胡鑫宇的草稿听到的一瞬间我楞住了于是老师开始讲解从他字里面反映出他的情绪状况字不能完整顺利的写在行线上有的字体大 有的字体小他生前与他母亲通话哭诉想回家他已经日复一日睡不着觉 失眠 注意不能集中……要是能即使关注他 并即使就诊 也行就不会发生意外了健康心理的定义常见的心理问题区分心理问题的程度如何关爱自我拥抱青春如何维护自己的心理健康其中有一个恋爱与性心理问题一个连小男生手还没牵过的尊贵单身狗之前和别人探讨过婚前性行为这种事情我却认为婚前性行为没啥nonono实在是大错特错拒绝婚前性行为！！永远要学会保护自己！！爱自己是唯一的长情~,https://m.weibo.cn/detail/4881789561343017,0,0,2,4
3,4881780702972113,小小的自由鸟,2023-03-21 17:24:41,从张国荣，海子，到胡鑫宇和我身边跳楼的人，可以知道有些人被脑控盯上是因为你整天睡觉，有些人被盯上是从眼神看出来的，但原因是相同的，那就是你脱离集体。当你连脑控你的人都不要的时候，你的生命就走到尽头了。然而，对于他们折磨我们，我也无能为力。但是，生活还是可以继续。我的建议是，你既跟他们在一起，也跟别人在一起。,https://m.weibo.cn/detail/4881780702972113,0,0,0,10
3,4881490503010398,啊哟-nei,2023-03-20 22:11:32,#胡鑫宇事件最新情况# qq ,https://m.weibo.cn/detail/4881490503010398,0,0,0,24
3,4881476418535554,絳云轩主,2023-03-20 21:15:33,锁链女、胡鑫宇、贵州大巴，连同今天的热搜话题#MU5735事故调查最新情况#——这些“事故”，实际上不过是官媒的素材和脚本，你从中看到的只是你权限内被允许看到的“故事”。 ,https://m.weibo.cn/detail/4881476418535554,0,3,6,831
3,4881456683551796,上官莹君,2023-03-20 19:57:09,唯一证明胡鑫宇真的如报道真的那就让所有调查人员当着记者的面对天发誓 ,https://m.weibo.cn/detail/4881456683551796,0,1,4,126
3,4881453659200868,百合Hana_花,2023-03-20 19:45:08,#MU5735事故调查最新情况#希望早日能出最终调查结果。 #胡鑫宇事件最新调查情况# ,https://m.weibo.cn/detail/4881453659200868,0,0,2,5.1万
3,4881436887487126,桂楠澜未雨绸缪Lg,2023-03-20 18:38:29,胡鑫宇，可怜的羔羊#胡鑫宇事件# 事到如今，胡鑫宇的事情。就是一个泼皮流氓无赖，吃了老百姓家的羊被抓住了。嘴巴里用牙签儿，一边剔着牙缝里残留的肉渣。一边耍着流氓劲儿是恶狠狠的说，我就吃了，你们的羊拿我怎么样吧？就算你们知道是我们干的，可是还一个个的给我闭嘴。不听话就把你们关起来封住嘴巴。很有一副农村撒泼不讲理的刁蛮泼妇样。面对的是一个流氓无赖。跟他们没有道理可讲。,https://m.weibo.cn/detail/4881436887487126,2,2,9,58
4,4881270268494019,长春一条,2023-03-20 07:36:23,#何佳蓉#当地有关部门应该出面回应此事，我们决不允许出现刑事犯罪不被惩治的情况，朗朗乾坤、天理昭昭。但，还是要说一句，胡鑫宇事件、成都49中事件的例子就在眼前，我们不能在同一个地方一次又一次地跌倒。现在，公安、检察机关都要包庇某个人的情况是极其罕见的，更不用说收买各级政府，所以，在真相大白之前，保持理性。,https://m.weibo.cn/detail/4881270268494019,1,1,10,59.7万
4,4881151095999742,燕子一马当先,2023-03-19 23:42:51,江西好消息啊！那伙人顶不住啦 #胡鑫宇 #刘谷来校长 #快手创作者中心 ##快手# @快手 网页链接 ,https://m.weibo.cn/detail/4881151095999742,1,1,2,963
4,4881117410231524,欣琪的牛牛,2023-03-19 21:29:00,#印象山东#【#两人发布涉胡鑫宇事件谣言被拘#】“ 莘县公安”微信公众号3月15日消息，山东莘县公安局网安大队惩处了一批造谣传谣的涉网违法犯罪，其中：网民王某借“胡某宇事件”进行炒作，在某视频平台发布“致远中学校长玷污女学生”“致远中学2021年曾有一名女教师失踪”等不实言论；网民武某在个人微信公众号上发布多条涉“胡某宇事件”的不实信息。目前王某和武某已被行政拘留。北京日报都视频的微博视频,https://m.weibo.cn/detail/4881117410231524,0,0,0,11万
4,4881054295134975,九州金榜家庭教育,2023-03-19 17:18:12,发布了头条文章：《胡鑫宇事件中最大的悲剧：有多少父母能真正走进孩子的内心》 #心理咨询# #育儿知识# #九州金榜家庭教育# #青少年教育# #普通人有必要学心理知识吗#  胡鑫宇事件中最大的悲剧：有多少父母能真正走进孩子的内心 ,https://m.weibo.cn/detail/4881054295134975,2,0,0,70
4,4880939656156072,诸葛景睿80282,2023-03-19 09:42:40,“确认偏误”我们过滤掉与我们现有观点相矛盾的信息，这是十分危险的。就像赫胥黎说过：“事实不会因为被忽略而消失。”#公知谣媒忽略的事实##现有信息指向胡鑫宇自行离校# ,https://m.weibo.cn/detail/4880939656156072,0,0,0,1
4,4880922710641337,渤海东方钺,2023-03-19 08:35:20,易地复查，更具有说服力。∥#胡鑫宇案 ##快手# @快手 【鬼财 .芝道】的快手视频 ,https://m.weibo.cn/detail/4880922710641337,0,0,0,7.7万
4,4880922127632437,归途X_164,2023-03-19 08:33:01,心理咨询师，抑郁症、精神病医生们，律师们通过胡鑫宇事件等社会现状吃人血馒头…… ,https://m.weibo.cn/detail/4880922127632437,0,1,4,74
4,4880777730327724,三金二两_,2023-03-18 22:59:14,#学习二十大 永远跟党走 奋进新征程#学习二十大，永远跟党走。@青春淄职 @淄博职业学院学前教育学院团总支 T22学前教育专业一班胡鑫宇 ,https://m.weibo.cn/detail/4880777730327724,0,0,0,3
4,4880759490615576,山东孔祥瑞,2023-03-18 21:46:45,《今晚七点，【祥栋｜论案说法】第六期，我们邀请了胡志强法医、范辰律师 微信直播（技术原因，微博无法直播），共同探讨“未成年人非正常死亡事件的维权路径”，关注未成年人权益保护。我们将结合胡鑫宇等五起未成年人死亡事件\案件，探讨该类案件中“法医死因鉴定、刑事程序启动、冤错案防范》网页链接,https://m.weibo.cn/detail/4880759490615576,0,0,1,17
4,4880743103206834,有你才幸福1314_cri,2023-03-18 20:41:38,牙齿脱落综合症，尸体还在上面吊着！#胡鑫宇 #寻找胡鑫宇 #江西学生胡鑫宇最新消息 ##快手# @快手 心理咨询师小灰灰的快手视频 ,https://m.weibo.cn/detail/4880743103206834,0,0,0,936
5,4880664925047994,用户春风杨柳万千条,2023-03-18 15:30:59,寻找下一个胡鑫宇的行动开始了！ ,https://m.weibo.cn/detail/4880664925047994,15,2,9,157
5,4880645152839598,翰墨之丹青,2023-03-18 14:12:25,去龙虎山，忽然发现距离胡鑫宇同学生前就读的铅山县致远中学仅仅不到一百公里的距离。 ,https://m.weibo.cn/detail/4880645152839598,0,1,7,4029
5,4880581566927575,今日好产品,2023-03-18 09:59:45,#男教师被举报猥亵女生后坠亡#舆论能找到结果，也可能把人推想深渊，（例如： 刘学州事件，胡鑫宇失踪事件等等事件），出现在舆论里事件，希望大家不能片面的去评判。 ,https://m.weibo.cn/detail/4880581566927575,0,1,4,1.7万
5,4880545697499108,穷哈利波特披骑着拖把飞,2023-03-18 07:37:13,#好友去世少年凌晨3点在街头痛哭#国家什么时候才能关注到#关注青少年健康成长# ，抑郁症太多了，不知道存在多少胡鑫宇，了没看见教育部有什么措施 ,https://m.weibo.cn/detail/4880545697499108,0,0,2,4
5,4880239371748284,转体三百六201908,2023-03-17 11:19:59,东王公团队，是世界上独一无二，绝无仅有的宇宙最强大的团队！也是能最终获得民心所向，战无不胜的团队！我们保持善良正义有爱心！我们替天行道！我们坚信如期迎接紫微圣人毛爷爷登临大位！打败世界上一切邪恶势力！共建大同世界！胡鑫宇单婷婷 ,https://m.weibo.cn/detail/4880239371748284,1,0,4,42
5,4880193421838584,华道赋能,2023-03-17 08:17:24,#毒教材必须引发全社会反思##聊天胡谝# 为“胡鑫宇”和“毒教材”发声并奔走的金巧根、钱一老师都失踪了！家有小仙女 华道赋能的微博视频 ,https://m.weibo.cn/detail/4880193421838584,0,2,6,7.2万
5,4880070030397013,遑游梦河,2023-03-17 00:07:05,#两人发布涉胡鑫宇事件谣言被拘#世间的蠢物太多，让人发笑 遑游梦河的微博视频 ,https://m.weibo.cn/detail/4880070030397013,0,2,8,2503
5,4879998877696159,兔兔生风202212,2023-03-16 19:24:20,#胡鑫宇曾向母亲哭诉不想读书#l ,https://m.weibo.cn/detail/4879998877696159,0,0,0,1
5,4879614935564968,何胜0423,2023-03-15 17:58:42,#两人因发布涉胡鑫宇事件谣言被拘##周琦辟谣#网络不是不法之地，就是因为维权成本太高，有些人才张口就来，希望大家遇到此类情况都能走法律途径，维护自身合法权益（他本人还是学生，我同意他戴口罩出镜） 何胜0423的微博视频 ,https://m.weibo.cn/detail/4879614935564968,7,35,251,47.2万
5,4879922148147867,人民执法监督员,2023-03-16 14:19:26,#胡鑫宇系自缢死亡#…体验深夜去上吊，爬到四米五高的树上《这是真实的感受，害怕，真的很害怕！》播放量：5.1万点赞量：3656网页链接 ,https://m.weibo.cn/detail/4879922148147867,11,4,4,8.2万
6,4879882339489758,有你才幸福1314_cri,2023-03-16 11:41:16,《我们也许快忘了，但可怜的胡鑫宇，却一直在天堂默默地看着我们！》我们也许快忘了，但可怜的胡鑫宇，却一直在天堂默默地看着我们！网页链接 ,https://m.weibo.cn/detail/4879882339489758,0,0,2,936
6,4879876186441133,姚永安律师,2023-03-16 11:16:49,六谈胡鑫宇案:网络主播为何要骂三律师？昨日，一位号称老七的主播在视频号骂胡家三律师是三只猪。他的两个兄弟随声附和:骂得太好！骂的有道理。而网友们大都表示支持，并无一人反对。作为一名律师，看到同行被骂，我只能感到脸红而不能反驳。因为这三名律师确实没有为胡鑫宇案起到应有作用，导致该案一塌糊涂。从相关报道看，胡家先聘请了当地律师胡国庆，去年十一月份又聘请了北京的大案刑辩律师团队的上官松云和郑晓静。且该团队介入该案是胡律师推介的。此后不久，上官律师同公安专班沟通后便发声避谣，否认学校有关人员涉嫌犯罪，显然成为学校的辩护人。此举引发了广大网友的愤怒。从去年十二月十四日开微博后，本律师就多次对胡家律师提出质疑。自当月十六日经北京律师引荐加胡舅微信后，我就数次提醍胡舅改变诉讼战略，启动刑事控告程序。且警告不要再让亲痛仇快。但胡家却一直按其律师团体的既定方案进行。直到今年元月二十八日胡同学尸体出现前后，郑律师才申请刑事立案。但却为时已晚，且于法无据。对此，本律师曾发博文指出。此后，胡家及律师一起失声。而胡家从未表示对三律师不满，且表示认可。这就说明，三律师是按胡家意图办事。举国关注的案件被黄，三名律师团队代理的案件不了了之，这的确是律师之耻。对此，三位律师应当作出解释。,https://m.weibo.cn/detail/4879876186441133,0,1,2,29
6,4879606707130074,中国新闻网,2023-03-15 17:26:00,【#两人发布涉胡鑫宇事件谣言被拘#】“ 莘县公安”微信公众号3月15日消息，山东莘县公安局网安大队惩处了一批造谣传谣的涉网违法犯罪，其中：网民王某借“胡某宇事件”进行炒作，在某视频平台发布“致远中学校长玷污女学生”“致远中学2021年曾有一名女教师失踪”等不实言论；网民武某在个人微信公众号上发布多条涉“胡某宇事件”的不实信息。目前王某和武某已被行政拘留。（莘县公安 视频：北京日报都视频）北京日报都视频的微博视频,https://m.weibo.cn/detail/4879606707130074,20,34,160,7789.8万
6,4879720586414912,用户7825656479,2023-03-16 00:58:31,胡鑫宇不是胡翔煜，106天，录音笔，新闻发布会！！，，15岁 ,https://m.weibo.cn/detail/4879720586414912,0,0,0,2
6,4879642836866214,腾讯是个沙,2023-03-15 19:49:34,#两人因发布涉胡鑫宇事件谣言被拘#最应该处理的就是他妈他舅他们一家 ,https://m.weibo.cn/detail/4879642836866214,0,0,1,1
6,4879629951173839,娱圈咸鱼,2023-03-15 18:58:22,寻找胡鑫宇，不仅关乎自身职责，关乎以人为本，还关乎公众对社会治安的信心。  娱圈咸鱼的微博视频 ,https://m.weibo.cn/detail/4879629951173839,0,0,0,1.7万
6,4879628344496069,怒放生命学会选择坚定方向,2023-03-15 18:51:59,两人发布涉胡鑫宇事件谣言被拘 @新浪新闻 两人发布涉胡鑫宇事件谣言被拘 ,https://m.weibo.cn/detail/4879628344496069,0,0,1,123
6,4879615891871306,程尚恩_,2023-03-15 18:02:30,开个家长会还要给父母写封信。。感觉就像那个话题 #胡鑫宇请给心理指导师五分钟# 写那封信的人就是那种小时候没体验过父爱母爱却还是要在考试上写给妈妈爸爸的一封信的作文去歌颂父爱母爱的样子。。 ,https://m.weibo.cn/detail/4879615891871306,0,0,0,9
6,4879566558987475,有你才幸福1314_cri,2023-03-15 14:46:28,100多天，脚面如此饱满！#胡鑫宇 #寻找胡鑫宇 #江西学生胡鑫宇最新消息 ##快手# @快手 心理咨询师小灰灰的快手视频 ,https://m.weibo.cn/detail/4879566558987475,0,0,0,936
6,4879562196387547,欧阳秋叶,2023-03-15 14:29:08,2网友因发胡鑫宇案谣言被抓2023年2月21日，莘县公安局网安大队接到上级推送线索，某网民在某视频平台发布“致远中学校长玷污女学生”“致远中学2021年曾有一名女教师失踪”等不实言论的短视频，播放量巨大，引发网友关注。网安大队联合河店派出所迅速展开调查。经查，网民王某为博眼球、蹭热度，引流牟利，借“胡某宇事件”进行炒作，传播虚假信息，误导公众认知，扰乱社会秩序。目前，莘县公安局已依法对违法行为人王某予以行政拘留。2023年2月25日，莘县公安局网安大队在日常巡查中发现，网民武某在个人微信公众号上发布多条涉“胡某宇事件”的不实信息，网安大队联合莘州派出所迅速展开调查。经查，为博取大众眼球，达到蹭热点、引流量的目的，自2023年1月至2月6日期间，武某通过个人微信公众号发布关于“胡某宇事件”的不实文章，且在2月2日官方发布通报事件调查情况后，仍继续传播虚假谣言信息，吸引大量粉丝关注，造成恶劣影响。目前，莘县公安局已依法对违法行为人武某予以行政拘留。,https://m.weibo.cn/detail/4879562196387547,1,2,8,36.2万
7,4879520941476329,用户5891034488,2023-03-15 11:45:12,凡是看到了烽火连天，看到了胡鑫宇志远中学的地下暗道日本人如月车站，看到了高福明目张胆的骷髅领带，不参加保家卫国的，一律杀无赦！凡是看到了羊转圈羊上树各种转圈不传播的团队，一律诛杀王者荣耀枞阳世界杯 ,https://m.weibo.cn/detail/4879520941476329,0,0,0,71
7,4879313030352152,安迪-杜弗伦01,2023-03-14 21:59:02,网上谣言咋这么多啊，那些造谣传谣的人都是什么心里，是喜欢导戏看戏吗，这会让他们有极大的满足感吗？胡鑫宇，刘学州，粉发女孩，对着一条条鲜活的生命就这么冷漠吗，生而为人，务必善良，不知全貌，不予置评，谣言的伤害不亚于举刀行凶，呼吁大家都理性发言。 ,https://m.weibo.cn/detail/4879313030352152,0,0,2,4
7,4879301000038559,永恒了得,2023-03-14 21:11:14,胡鑫宇事件为什么不敢立案，是怕暴露真象吗？是为了学校的名声吗？《胡鑫宇事件：为啥立不了案，是责任是态度？》胡鑫宇事件：为啥立不了案，是责任是态度？网页链接 ,https://m.weibo.cn/detail/4879301000038559,0,0,8,1204
7,4878980044294483,金融刺客2019,2023-03-13 23:55:52,莫泊桑的一话：生活可能不像你想象的那么好，但是也不会像你想象的那么糟，人的脆弱和坚强都超乎了自己的想象，有时候脆弱的一句话会让你泪流满面，有时候你发现自己咬着牙已经走过了很长的路！熬过了疫情，也一定会熬过通胀、滞胀、和通缩！只要你不像胡鑫宇、太子奶一样已经被弄死，就会有机会的！ ,https://m.weibo.cn/detail/4878980044294483,0,3,4,87
7,4878896485107580,_人间过客,2023-03-13 18:23:50,有些讨厌现在的媒体为搏人眼球，搞一些乱码七糟的东西。和我住一个屋子的大哥。每天刷都有，看的都是那些剧本。前几天夜里，就信誓旦旦的和我说 胡鑫宇案是器官被人盯上了。……就很反智 ,https://m.weibo.cn/detail/4878896485107580,0,0,1,39
