页码,微博id,微博作者,发布时间,微博内容,微博正文url,转发数,评论数,点赞数
3,4794022273487406,没有一堵白墙是无辜的,2022-07-22 13:24:01,#裸眼3D#艾特你最最最最重要的人来看，萌翻了！ 没有一堵白墙是无辜的的微博视频 ,https://m.weibo.cn/detail/4794022273487406,0,0,0
3,4793958632524156,机械科技,2022-07-22 09:11:08,青岛中山路裸眼3D大屏 #户外广告##互动装置# 机械科技的微博视频 ,https://m.weibo.cn/detail/4793958632524156,6,6,13
3,4794010944409058,半岛网,2022-07-22 12:39:00,【半岛V视 | 上街里，看裸眼3D！中山路上点亮“北方最大”大屏，那效果，太震撼！】网页链接 ,https://m.weibo.cn/detail/4794010944409058,0,0,0
3,4794008964700032,LLucky-,2022-07-22 12:31:08,中山路那边有裸眼3D了 还有你喜欢的宇航员艾特你陪你 陪我 一起去看只是我没有那个资格了上班的第三天很想你呀 ,https://m.weibo.cn/detail/4794008964700032,0,0,0
3,4794001103784016,一树青遥想,2022-07-22 11:59:54,肖战#京东电器代言人肖战#  #支持肖战代言# 【京东电器代言人肖战支持肖战代言】地广之王京东电器又秀大招了！代言人3D裸眼科技感大片太酷了吧！！！优质生活，品质臻选，随心所至。和@X玖少年团肖战DAYTOY 一起为爱发电，“京”喜每一天！#肖战裸眼3d科技感大片# xz   xz ...全文,https://m.weibo.cn/detail/4794001103784016,0,0,0
3,4793995844128085,半岛网,2022-07-22 11:39:00,【裸眼3D、无人机表演、国潮市集……22日17：00，啤酒节崂山区会场嗨起来】7月22日，第32届青岛国际啤酒节将拉开帷幕，啤酒节崂山区会场，给大家准备了线下线上的精彩。线下活动，17：00-22：30，崂山世纪广场啤酒城开城入园，19：00-19：30开幕式。当晚有裸眼3D展示、“山东手造．崂山好品“国潮市 ...全文,https://m.weibo.cn/detail/4793995844128085,0,0,1
4,4793987975875578,又见happy,2022-07-22 11:07:44,#青岛##青岛裸眼3d# 中山路打卡 ,https://m.weibo.cn/detail/4793987975875578,0,1,1
4,4793609863563732,青岛微生活,2022-07-21 10:05:15,【#青岛城市推荐官数字人青岛小嫚来了#】今天，青岛城市推荐官数字人“青岛小嫚”正式上线，是青岛首个城市虚拟智能数字人IP。7月21日晚，她将以市南文旅宣传大使身份，首次出现在中山路百盛户外裸眼3D大屏中，与青岛市民线下见面。据了解，青岛小嫚来自未来，永远22岁，她不仅精通各国语言 ...全文,https://m.weibo.cn/detail/4793609863563732,31,29,95
4,4793979491847606,笑点安利社,2022-07-22 10:34:01,#这就是艺术的无限可能吧# 奥地利的艺术家 Thomas Medicus，利用玻璃和视觉错觉创造由144条玻璃带组成的立方体玻璃雕塑，每转一圈就可以看到一幅隐藏的画面，给人一种裸眼3D的感觉。 笑点安利社的微博视频 ,https://m.weibo.cn/detail/4793979491847606,0,0,0
4,4793969252504179,好房虎纠,2022-07-22 09:53:20,#福州买房#【数字冬奥技术今日亮相数博会】北京冬奥会是数字技术的集大成者，人工智能、虚拟现实、5G、8K、裸眼3D等一系列数字技术，为精彩赛事以及场馆的运行提供了保障，全方位展示了数字经济技术成果。记者11日从市商务局获悉，数字冬奥技术今日亮相第二届数博会。网页链接 ,https://m.weibo.cn/detail/4793969252504179,0,0,0
4,4793955827322662,新浪海南,2022-07-22 08:59:59,#跟着交行逛消博#第二届消博会倒计时3⃣天🌊数智交行 慧享消博👀落地3D裸眼大屏🛒数字人民币体验🇨🇳高颜值国韵主题信用卡……😍带你体味一场科技与时尚的盛宴🗣还有集章打卡赢礼品活动也不容错过鸭✅咱就是说直接走起走起#中国消博会# ,https://m.weibo.cn/detail/4793955827322662,0,0,0
4,4793678264010467,方成说进口车,2022-07-21 14:37:03,如果说你现在买一台车能让车商全家都高兴。那必须是S500现在平行车商手里的“大怨种”我觉得像22款四驱长轴版带AmG运动包围➕3D科技包实景穿越抬显 裸眼3D仪表台 这样的130多万还是挺超值的每天一台进口车 天津·中国(天津)自由贸易试验区 ,https://m.weibo.cn/detail/4793678264010467,9,36,43
4,4793609280816736,厦门校园,2022-07-21 10:02:56,#原来年段长是福建特产#厦门校园 福建特产——年段长？ 你知道吗？意不意外，奇怪的知识又增加了 “一直以为全国都有呢”      福建特产 + 1 #福建首个裸眼3D户外电视大屏亮相# 厦门校园的微博视频 ,https://m.weibo.cn/detail/4793609280816736,77,244,950
4,4793685805368244,晋城通,2022-07-21 15:07:01,#晋城随拍#网友投稿：震撼！圣亚裸眼3D终于更新了~ 晋城通的微博视频 ,https://m.weibo.cn/detail/4793685805368244,2,14,38
4,4793928149106753,酱啊哈哈哈哈哈,2022-07-22 07:09:59,#闪亮的日子# 创造盟乐队《可不可以继续闪亮》裸眼3D版| 李润祺｜闫永强｜任胤蓬｜俞更寅｜又名“实在人太多抠图失败大家多多包涵摆烂版” 酱啊哈哈哈哈哈的微博视频 ,https://m.weibo.cn/detail/4793928149106753,0,3,2
4,4792630833318212,DI-WARRIOR大院,2022-07-18 17:14:56,【视频更新】【裸眼3D效果】是为爱牺牲，不畏强权的纪云禾是经历磨难，心怀天下的李长歌是不断成长，仗义行走的白凤九是涅槃重生，叱咤江湖的烈如歌是@Dear-迪丽热巴 ，会一直盛开的新疆石榴花视频cr：岁岁文案cr：沐雪#迪丽热巴安旎##迪丽热巴公诉精英##fanstube##今日fun创放送#  ...全文,https://m.weibo.cn/detail/4792630833318212,1138,1281,3175
5,4793797295475321,半岛都市报,2022-07-21 22:30:02,【震撼！#青岛巨幅裸眼3D大屏今晚正式点亮#】7月21日，青岛上街里·光影中山路巨幅裸眼3D大屏今晚正式点亮！ 半岛都市报的微博视频 ,https://m.weibo.cn/detail/4793797295475321,1,1,13
5,4793849724010512,狐机堂说,2022-07-22 01:58:21,据说#青岛# 中山路裸眼3D大屏亮了，要找时间去看看了 青岛·青岛老宅中山路劈柴院教堂栈桥老德国建公寓(3号店) 狐机堂说的微博视频 ,https://m.weibo.cn/detail/4793849724010512,0,1,2
5,4793843671632019,筠筠·LAYISSING1007,2022-07-22 01:34:19,搞一发裸眼3D的mask给自己解解馋平行眼3D观看教程： 1.用手当隔板（也可以找一个东西当隔板）垂直放置于屏幕中间，左眼看左图，右眼看右图2.眼睛继续保持失焦状态  慢慢远离屏幕  慢慢地两个画面渐渐模糊成了同一个画面  如果出现三个画面 继续盯着中间的那个画面3.根据自身情况调节手机和眼睛的距 ...全文,https://m.weibo.cn/detail/4793843671632019,0,0,0
5,4793840068722796,埃文斯金,2022-07-22 01:19:59,中山路大屏幕裸眼3D7月21日 正式开始可以去看看 ,https://m.weibo.cn/detail/4793840068722796,0,0,0
5,4793428858115030,饭拍娃娃4K,2022-07-20 22:06:00,gidle组合#gidle宝藏女团##宝藏二创榜#   感觉更真了，4K黑框版裸眼3D CHOOM (G)I-DLE TOMBOY 饭拍娃娃4K的微博视频 ,https://m.weibo.cn/detail/4793428858115030,5,7,66
5,4793837694747599,上班不快乐的L,2022-07-22 01:10:34,人家的裸眼3D大屏 又酷又炫青岛的裸眼3D大屏 又土又丑真是浪费一块屏啊 ,https://m.weibo.cn/detail/4793837694747599,0,0,2
5,4793837401409286,清-Happy,2022-07-22 01:09:24,看图片我都有那个裸眼3D的感觉了…,https://m.weibo.cn/detail/4793837401409286,0,0,0
5,4793837253822659,曼青-ll,2022-07-22 01:08:49,陈伟霆酷炫现身重庆观音桥裸眼3D大屏，粉丝疯狂打call，惊喜连连！陈伟霆3D裸眼大屏#娱乐综艺##娱乐综合##明星日常#  曼青-ll的微博视频 ,https://m.weibo.cn/detail/4793837253822659,0,0,0
5,4793668353919088,残余在眼眸任其凋零-,2022-07-21 13:57:39,Qeelin：重庆观音桥亚洲第一裸眼3D巨屏，刘诗诗每一轮都要🈶️，白天夜晚大屏排面真的绝数不清第几次了#qeelin品牌代言人刘诗诗# 残余在眼眸任其凋零-的微博视频 ,https://m.weibo.cn/detail/4793668353919088,23,41,439
5,4793811107059697,可涵影视,2022-07-21 23:24:55,3D裸眼视频也太酷了吧 这一身纯纯就是未来奢潮的引领啊 FILA 斐乐 黄景瑜把意式优雅玩明白了  可涵影视的微博视频 ,https://m.weibo.cn/detail/4793811107059697,0,0,0
6,4793810422860425,用户6161868688,2022-07-21 23:22:12,青岛中山路百盛巨幅裸眼3D秀.人山人海🎥 青岛 用户6161868688的微博视频 ,https://m.weibo.cn/detail/4793810422860425,0,0,0
6,4793761908134887,青岛市文化和旅游局,2022-07-21 20:09:25,#青旅漫游 放肆生活##倾倒一夏# 就在刚刚！青岛中山路裸眼3D大屏亮了@在青岛  在青岛的微博视频 ,https://m.weibo.cn/detail/4793761908134887,4,4,15
6,4793806974883671,差点一米七的小纪丶,2022-07-21 23:08:30,青岛首个，上街里3D裸眼大屏快来快来，中山路欢迎你 青岛·第一百盛(中山路店) 差点一米七的小纪丶的微博视频 ,https://m.weibo.cn/detail/4793806974883671,0,0,1
6,4793805276708955,77Aallzzwell,2022-07-21 23:01:44,夜晚出发～～不仅看到森林里漫天的萤火虫还看到了森林的一个主题雕塑展～有自然与雕塑融为一体的感jio了～来自森林里的裸眼3D真的超棒！最后……烧烤打个底…… ,https://m.weibo.cn/detail/4793805276708955,0,2,2
6,4793612703892881,合肥天幕-先明,2022-07-21 10:16:32,步行街又火了，你们的小舞来啦！#合肥裸眼3d大屏##合肥地标##合肥天幕##斗罗大陆##小舞# 合肥天幕-先明的微博视频 ,https://m.weibo.cn/detail/4793612703892881,39,84,297
6,4793801900034318,青岛晚报,2022-07-21 22:48:20,【 最具#青岛#特色、最具视觉冲击力的3D大屏网红打卡地来了】百盛大厦#裸眼3D大屏#今晚正式启用，总面积1400平方米，是目前中国北方最大的3D大屏。观海新闻 青岛晚报 记者 张琰 徐常青 实习生 赵彬涵 青岛晚报的微博视频 ,https://m.weibo.cn/detail/4793801900034318,1,0,5
6,4793799471009665,掌上青岛,2022-07-21 22:38:41,【视频】【“巨好看”中山路裸眼3D大屏今晚正式点亮】@大瑶瑶 摄 【视频】“巨好看”中山路裸眼3D大屏今晚正式点亮 ,https://m.weibo.cn/detail/4793799471009665,0,0,0
6,4793792651857970,爱范儿,2022-07-21 22:11:35,【科技直播卷起来了，XR、裸眼 3D 都上了】直播可能是目前 21 世纪中国产品形式中出海最成功的那一个。原本是电视台让观众能更进一步感受此时此景的功能，随着科技的发展进入了更多普通用户身边。中国更是把直播这个功能玩出了花，唱歌跳舞的秀场直播，激情带货的电商直播；紧张刺激的电竞直播，还 ...全文,https://m.weibo.cn/detail/4793792651857970,1,1,4
6,4793789312933009,李金珠1997,2022-07-21 21:58:19,青岛首个裸眼3D大屏，视觉震撼#裸眼3d# 青岛·百盛中山路店 李金珠1997的微博视频 ,https://m.weibo.cn/detail/4793789312933009,0,1,1
6,4793787278952497,爱青岛,2022-07-21 21:50:14,超炫酷！青岛巨幅裸眼3D大屏首秀#裸眼3d巨幕#青岛 爱青岛的微博视频 ,https://m.weibo.cn/detail/4793787278952497,1,1,1
7,4793789312933009,李金珠1997,2022-07-21 21:58:19,青岛首个裸眼3D大屏，视觉震撼#裸眼3d# 青岛·百盛中山路店 李金珠1997的微博视频 ,https://m.weibo.cn/detail/4793789312933009,0,1,1
7,4793787278952497,爱青岛,2022-07-21 21:50:14,超炫酷！青岛巨幅裸眼3D大屏首秀#裸眼3d巨幕#青岛 爱青岛的微博视频 ,https://m.weibo.cn/detail/4793787278952497,1,1,1
7,4793606156583811,青岛市文化和旅游局,2022-07-21 09:50:31,#青旅漫游 放肆生活# 【青岛中山路巨幅裸眼3D大屏今晚点亮】 日前，备受期待的青岛中山路巨幅裸眼3D大屏已经正式安装完毕，并于近期开启了室外大屏的调试工作。“青岛上街里·光影中山路”项目将于7月21日晚正式点亮。（青岛日报公众号） ,https://m.weibo.cn/detail/4793606156583811,4,2,8
7,4793782048656975,Screenshot2017,2022-07-21 21:29:27,快看，我无意中把裸眼 3D 的效果拍出来啦单手哦 #优酷投屏收费# ,https://m.weibo.cn/detail/4793782048656975,0,0,2
7,4793781285818189,孙智戴,2022-07-21 21:26:25,青岛中山路刚安装的裸眼3d大屏幕 孙智戴的微博视频 ,https://m.weibo.cn/detail/4793781285818189,0,1,5
7,4793764419208137,不完美妖怪,2022-07-21 20:19:23,青岛也有裸眼3D啦中山路百盛 记得来打卡 青岛·中山路 不完美妖怪的微博视频 ,https://m.weibo.cn/detail/4793764419208137,0,4,4
7,4793763035618673,老万侃天下,2022-07-21 20:13:54,百年中山路，搞了一个裸眼3D展览，就吸引了无数的游客爸爸和米儿也来给中山路捧场期待明天中山路啤酒节的开幕老城区复兴加油 青岛·第一百盛(中山路店) ,https://m.weibo.cn/detail/4793763035618673,0,0,0
7,4793760707514737,安安的生活日常,2022-07-21 20:04:39,我都要困死了，我麻麻非要带着我看这个裸眼3D 安安的生活日常的微博视频 ,https://m.weibo.cn/detail/4793760707514737,0,0,0
7,4793756760413273,青岛早报,2022-07-21 19:48:58,超震撼！青岛巨幅裸眼3D大屏来了 青岛早报的微博视频 ,https://m.weibo.cn/detail/4793756760413273,2,2,5
7,4793755956412621,离辣辣,2022-07-21 19:45:45,裸眼3D广告就好酷！ ,https://m.weibo.cn/detail/4793755956412621,0,1,0
8,4793726452892340,用户6259277798,2022-07-21 17:48:31,青岛中山路巨幅3D裸眼超大屏幕、7月20日晚拉开帷幕； 用户6259277798的微博视频 ,https://m.weibo.cn/detail/4793726452892340,0,0,2
8,4793723394727999,石家庄帮忙,2022-07-21 17:36:23,#魅力新华# 老李航拍湾里庙步行街！绚丽水幕广场、3D投影、裸眼立体大屏！#我爱石家庄#（@石家庄的老李 ） 石家庄的老李的微博视频  石家庄 ,https://m.weibo.cn/detail/4793723394727999,1,0,3
8,4793718425519270,市南团区委,2022-07-21 17:16:37,#青春微分享# 【#青岛城市推荐官数字人青岛小嫚来了# 】#青岛·城事# 今天，青岛城市推荐官数字人“青岛小嫚”正式上线，是青岛首个城市虚拟智能数字人IP。7月21日晚，她将以市南文旅宣传大使身份，首次出现在中山路百盛户外裸眼3D大屏中，与青岛市民线下见面。 青岛发布的微博视频 ,https://m.weibo.cn/detail/4793718425519270,0,0,1
8,4793697927431000,石家庄校园,2022-07-21 15:55:11,石家庄校园#原来年段长是福建特产#厦门校园 福建特产——年段长？ 你知道吗？意不意外，奇怪的知识又增加了 “一直以为全国都有呢”      福建特产 + 1 （🎥 via.郑即福人矣）#福建首个裸眼3D户外电视大屏亮相# 厦门校园的微博视频 ,https://m.weibo.cn/detail/4793697927431000,0,0,0
8,4793695100469534,北京校园,2022-07-21 15:43:56,#原来年段长是福建特产#北京校园  福建特产——年段长？ 你知道吗？意不意外，奇怪的知识又增加了 “一直以为全国都有呢”      福建特产 + 1 （🎥 via.郑即福人矣）#福建首个裸眼3D户外电视大屏亮相# 厦门校园的微博视频 ,https://m.weibo.cn/detail/4793695100469534,0,0,0
8,4793688725914169,青岛微博房产,2022-07-21 15:18:37,【#青岛城市推荐官数字人青岛小嫚来了#】今天，青岛城市推荐官数字人“青岛小嫚”正式上线，是青岛首个城市虚拟智能数字人IP。7月21日晚，她将以市南文旅宣传大使身份，首次出现在中山路百盛户外裸眼3D大屏中，与青岛市民线下见面。据了解，青岛小嫚来自未来，永远22岁，她不仅精通各国语言 ...全文,https://m.weibo.cn/detail/4793688725914169,0,0,0
8,4793688045128711,首富说房,2022-07-21 15:15:55,青岛西海岸新区的小伙，别忘了去老城区感受下情怀之旅！备受期待的青岛中山路巨幅裸眼3D大屏已经正式安装完毕，将于7月21日19:13正式点亮中山路 。#青岛西海岸新区旗帜首富说房##青岛西海岸新区##青岛西海岸新区第一恩人首富说房# ,https://m.weibo.cn/detail/4793688045128711,0,0,0
8,4793679594916401,乌鲁木齐校园,2022-07-21 14:42:20,#原来年段长是福建特产##小乌微分享#  福建特产——年段长？ 你知道吗？意不意外，奇怪的知识又增加了 “一直以为全国都有呢”      福建特产 + 1 #福建首个裸眼3D户外电视大屏亮相# 厦门校园的微博视频 @厦门校园 ,https://m.weibo.cn/detail/4793679594916401,0,0,1
8,4793675843897375,长春校园,2022-07-21 14:27:26,#原来年段长是福建特产#长春校园 福建特产——年段长？ 你知道吗？意不意外，奇怪的知识又增加了 “一直以为全国都有呢”      福建特产 + 1 （🎥 via.郑即福人矣）#福建首个裸眼3D户外电视大屏亮相# 厦门校园的微博视频 ,https://m.weibo.cn/detail/4793675843897375,0,1,0
8,4793670199674925,福州同城会,2022-07-21 14:05:00,#数字福州#【全省首个裸眼3D户外电视大屏亮相东街口】19日，我省首个8K超高清裸眼3D户外电视大屏在东街口首次亮相，吸引了大量市民驻足观赏。该大屏面积达650平方米，创新采用国内最先进的3D+8K户外大屏播放技术，大屏转角处采用的是曲面平滑技术，以达到无缝衔接的裸眼3D效果。全省首个裸眼3D户外电视大屏亮相东街口 ,https://m.weibo.cn/detail/4793670199674925,0,0,0
9,4793667505623653,银川校园,2022-07-21 13:54:18,#原来年段长是福建特产#福建特产——年段长？ 你知道吗？意不意外，奇怪的知识又增加了 “一直以为全国都有呢”      福建特产 + 1 （🎥 via.郑即福人矣）#福建首个裸眼3D户外电视大屏亮相# 厦门校园的微博视频 ,https://m.weibo.cn/detail/4793667505623653,0,0,0
9,4793665719635542,长沙校园,2022-07-21 13:47:12,#原来年段长是福建特产#厦门校园 福建特产——年段长？ 你知道吗？意不意外，奇怪的知识又增加了 “一直以为全国都有呢”      福建特产 + 1 （🎥 via.郑即福人矣）#福建首个裸眼3D户外电视大屏亮相# 厦门校园的微博视频 ,https://m.weibo.cn/detail/4793665719635542,0,0,0
9,4793665040684387,漫威重度患者,2022-07-21 13:44:30,奈飞有钱啊，灰人裸眼3D广告,https://m.weibo.cn/detail/4793665040684387,1,1,10
9,4791855046722437,蔡大爷的西瓜,2022-07-16 13:52:14,#蔡徐坤把气球扎在耳朵后面# ｜#戴比尔斯蔡徐坤裸眼3d# “日落之前 拥抱我”@蔡徐坤 ,https://m.weibo.cn/detail/4791855046722437,5,332,35
9,4793644965434470,新浪海南,2022-07-21 12:24:44,#跟着交行逛消博#第二届消博会倒计时4⃣天🌊数智交行 慧享消博👀落地3D裸眼大屏🛒数字人民币体验🇨🇳高颜值国韵主题信用卡……😍带你体味一场科技与时尚的盛宴🗣还有集章打卡赢礼品活动也不容错过鸭✅咱就是说直接走起走起#中国消博会# ,https://m.weibo.cn/detail/4793644965434470,1,0,1
9,4793638544478565,青岛市文化和旅游局,2022-07-21 11:59:13,#青旅漫游 放肆生活# 【#青岛城市推荐官数字人青岛小嫚来了# 】#青岛·城事# 今天，青岛城市推荐官数字人“青岛小嫚”正式上线，是青岛首个城市虚拟智能数字人IP。7月21日晚，她将以市南文旅宣传大使身份，首次出现在中山路百盛户外裸眼3D大屏中，与青岛市民线下见面。据了解，青岛小嫚来自未来，永远 ...全文,https://m.weibo.cn/detail/4793638544478565,1,3,4
9,4793634237188921,青岛新闻网,2022-07-21 11:42:06,【青岛城市推荐官！数字人“青岛小嫚”，来了】今天，青岛城市推荐官数字人“青岛小嫚”正式上线。“青岛小嫚”是由青岛市人民政府新闻办公室指导、山东金东数字创意股份有限公司精心打造，是青岛首个城市虚拟智能数字人IP。7月21日晚，她将以市南文旅宣传大使身份，首次出现在中山路百盛户外裸眼3D大 ...全文,https://m.weibo.cn/detail/4793634237188921,0,0,1
9,4793633151125432,烟雨迷路的情,2022-07-21 11:37:47,不同国家的裸眼3D，美国恐怖，中国完虐日本和其他国家！ 烟雨迷路的情的微博视频 ,https://m.weibo.cn/detail/4793633151125432,0,0,7
9,4793615841234358,青岛发布,2022-07-21 10:29:00,【#青岛城市推荐官数字人青岛小嫚来了# 】#青岛·城事# 今天，青岛城市推荐官数字人“青岛小嫚”正式上线，是青岛首个城市虚拟智能数字人IP。7月21日晚，她将以市南文旅宣传大使身份，首次出现在中山路百盛户外裸眼3D大屏中，与青岛市民线下见面。据了解，青岛小嫚来自未来，永远22岁，她不仅精通各国 ...全文,https://m.weibo.cn/detail/4793615841234358,8,1,8
9,4793611663185031,福州校园,2022-07-21 10:12:24,#原来年段长是福建特产#厦门校园 福建特产——年段长？ 你知道吗？意不意外，奇怪的知识又增加了 “一直以为全国都有呢”      福建特产 + 1 （🎥 via.郑即福人矣）#福建首个裸眼3D户外电视大屏亮相#要加餐了#饿了么免单# 厦门校园的微博视频 ,https://m.weibo.cn/detail/4793611663185031,0,1,3
