报道链接,报道标题,报道引言,报道形式,报道封面图片
https://vrnews.v.cctv.com/player/index.html?appid=kb7e5vi8&vuuid=aocckoaq&subtitle=%2Fvrnews%2Faocckoaq%2Fs0%2Fsubtitle%2Fsubtitle.srt,"一路地铁,拉载幸福驶上发展轨道",在北京地铁上看日出是怎样一种体验？MR带你感受北京第一缕阳光！还等什么，快上车！,视频,https:////p2.img.cctvpic.com/photoAlbum/page/performance/img/2019/9/25/1569401700291_158.jpg
https://vrnews.v.cctv.com/player/index.html?appid=kb7e5vi8&vuuid=vabbilq9&subtitle=%2Fvrnews%2Fvabbilq9%2Fs0%2Fsubtitle%2Fshekou-subtitle.srt,"一处地标,身先士卒创造改开奇迹",MR带你重返改革开放的起点，听“弄潮儿”在这里唱响《春天的故事》！,视频,https:////p2.img.cctvpic.com/photoAlbum/page/performance/img/2019/9/20/1568968235952_712.jpg
https://vrnews.v.cctv.com/player/index.html?appid=kb7e5vi8&vuuid=xzn2sz73&subtitle=%2Fvrnews%2Fxzn2sz73%2Fs0%2Fsubtitle%2Fsubtitle_4.srt,"一片沙漠,如画绿洲传输中国经验",风沙变风景，黄沙变黄金。在沙漠里10秒种一棵树是怎么实现的？MR手把手教你~,视频,https:////p2.img.cctvpic.com/photoAlbum/page/performance/img/2019/9/18/1568805927691_496.jpg
https://vrnews.v.cctv.com/player/index.html?appid=kb7e5vi8&vuuid=txgnduns&subtitle=/vrnews/txgnduns/s0/subtitle/subtitle.srt,"一张网络,改变世界加速信息传递",5G到底有多快？VR带你提前进入5G时代，极速“冲浪”。,视频,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2019/9/29/1569744368766_818.jpg
https://vrnews.v.cctv.com/player/index.html?appid=kb7e5vi8&vuuid=fenh0wew&subtitle=%2Fvrnews%2Ffenh0wew%2Fs0%2Fsubtitle%2Fcctv-4.srt,"一座大桥,飞架三地打通湾区交通",在港珠澳大桥上兜风，是怎样一种体验？快上车，跟随MR身临其境感受大国工程之美。,视频,https:////p4.img.cctvpic.com/photoAlbum/page/performance/img/2019/9/17/1568702911160_392.jpg
https://vrnews.v.cctv.com/player/index.html?appid=kb7e5vi8&vuuid=3mjprq32&subtitle=/vrnews/3mjprq32/s0/subtitle/subtitle.srt,"一个机场,空铁联运保证一路畅游",北京大兴国际机场将迎来首航！想要成为第一批乘客吗？MR带你体验一把虚拟登机！,视频,https:////p2.img.cctvpic.com/photoAlbum/page/performance/img/2019/9/25/1569401743774_937.jpg
http://news.cctv.com/2019/04/27/VIDEzaFVmzTucvWVacWQFFYP190427.shtml,看“一带一路”壮美工笔画,共同擘画未来发展的壮美蓝图！,视频,https:////p2.img.cctvpic.com/photoAlbum/page/performance/img/2019/5/15/1557887277584_827.jpg
http://news.cctv.com/2019/03/02/ARTIMlCSbg0thSMxWEQo7PQd190302.shtml,速览全国政协新闻发布会现场,1分钟！换个视角看政协新闻发布会。,视频,https:////p2.img.cctvpic.com/photoAlbum/page/performance/img/2019/3/22/1553244930366_917.jpg
http://news.cctv.com/yuanchuang/beichuan10th/index.html,十年，重生的北川,十年，从灾变到巨变，重生的不只是一座城，还有人们对美好生活的期待和信心。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2018/6/1/1527819604251_273.jpg
http://vr.v.cctv.com/utovrapp/pano.html?src=../vrvod/video/2017/07/02/2f270acf76af4a33bf83036146a1c6ee_H264_4500K_AAC128.mp4,香港回归20周年庆典活动走一圈,80秒速览香港回归20周年庆典活动，戴上VR眼镜，走起~,视频,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/9/14/1505383326043_494.jpg
http://news.cctv.com/yuanchuang/jujszndh/index.html,庆祝解放军建军90周年大会,建军90周年大会，就问你想不想去现场！任意门，开 ！,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/8/14/1502705247043_375.jpg
http://vr.v.cctv.com/utovrapp/pano.html?src=../vrvod/video/2016/10/18/4ba92e31125f4e50a970e48f17a430d5_H264_4500_AAC128.mp4,英雄踏征途 直击航天员出征仪式,直击神舟十一号与天宫二号载人飞行任务航天员飞行乘组出征仪式。,视频,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/21/1492746938487_768.jpg
http://news.cctv.com/yuanchuang/szsdc/index.html,纪念孙中山诞辰150周年大会,一起缅怀孙中山先生，汲取力量为民族振兴而奋斗！,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/21/1492763127204_267.jpg
http://news.cctv.com/yuanchuang/nxmjz/index.html,全景探访宁夏闽宁镇,20年的易地搬迁，闽宁村的村民摆脱了穷帽子~戳戳图，跟着小编一起看看现在的小镇有多美吧！,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493092962946_182.jpg
http://news.cctv.com/yuanchuang/cz80/index.html,红军长征胜利80周年纪念大会,“红军长征胜利80周年纪念大会”向您发来一张邀请函，快去赴约！,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/21/1492763638457_276.jpg
http://news.cctv.com/yuanchuang/ningxia/index.html,VR带你走长征-宁夏,红旗漫卷西风，长缨在手缚苍龙！重回六盘山，找寻那不灭的火红印记。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493092647908_164.jpg
http://news.cctv.com/yuanchuang/hblhxz/index.html,全景游河北粮画小镇,青砖小巷，农耕文化，精巧粮画，美不胜收。来，一起到河北“粮画小镇”坐坐！,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493093155179_728.jpg
http://news.cctv.com/yuanchuang/cqlq/index.html,VR带你走长征-重庆老区,一起重温80年前的光辉岁月，感受如今革命老区的美丽蝶变。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493092564071_148.jpg
http://news.cctv.com/yuanchuang/ynkd/index.html,VR带你走长征-云南红色纪念地,一起沿着红军先辈的足迹，用镜头与80年前的伟大壮举来一场“时空”对话。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493092489906_523.jpg
http://news.cctv.com/yuanchuang/sxgmsd/index.html,VR带你走长征-陕西革命圣地,重回心中的革命圣地，感受那一抹挥之不去的“红”。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493092396402_659.jpg
http://news.cctv.com/yuanchuang/sxwq/index.html,VR带你走长征-陕西吴起,吴起，一片令人肃然起敬的土地。谁敢横刀立马，唯我英勇红军！,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493092835293_645.jpg
http://news.cctv.com/yuanchuang/scbzy/index.html,VR带你走长征-山城堡战役,山城堡战役，红军长征的最后一战，力挽狂澜赢得胜利！一起重温那段峥嵘岁月。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493092241105_577.jpg
http://news.cctv.com/yuanchuang/hntd/index.html,VR带你走长征-湖南通道,通道会议曾是红军长征的重要转折，当年这里发生了什么？现在又有哪些新变化？,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493092151140_559.jpg
http://news.cctv.com/yuanchuang/hbyx/index.html,VR带你走长征-湖北郧西,郧西，红色土地书写扶贫攻坚新传奇。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493091986878_59.jpg
http://news.cctv.com/yuanchuang/gsnl/index.html,VR带你走长征-南梁革命纪念馆,这里是长征落脚点，这里是抗日出发地。这里是，甘肃南梁。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493091916988_425.jpg
http://news.cctv.com/yuanchuang/gshlw/index.html,VR带你走长征-甘肃河连湾,河连湾村，《西行漫记》中描述的“神奇的小山村”，曾为中国革命作出杰出贡献。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493091836110_638.jpg
http://news.cctv.com/yuanchuang/gshn/index.html,VR带你走长征-甘肃会宁,让我们一起走近会宁会师纪念塔，缅怀革命先烈，铭记长征精神。,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/25/1493091716571_395.jpg
http://news.cctv.com/yuanchuang/jsphjczjng/index.html,全景看界石铺红军长征纪念馆,毛主席旧居长啥样？这里还有哪些宝贵的革命遗产？一起来看看！,图片,https:////p1.img.cctvpic.com/photoAlbum/page/performance/img/2017/4/21/1492763499598_729.jpg
